,total_units,counted_rental_units,counted_homeownership_units,_1_br_units,_2_br_units,_3_br_units,_4_br_units,_5_br_units,_6_br_units,project_id
3572,25,25,0,10,15,0,0,0,0,58608
3573,8,8,0,0,8,0,0,0,0,58608
3574,20,20,0,1,19,0,0,0,0,58608
3575,15,15,0,1,14,0,0,0,0,58608
3576,15,15,0,0,10,1,4,0,0,58608
3577,28,28,0,3,22,3,0,0,0,58608
3578,2,2,0,0,2,0,0,0,0,58608
3579,56,56,0,13,34,3,6,0,0,58608
3580,50,50,0,26,19,5,0,0,0,58608
3581,39,39,0,9,16,7,7,0,0,58608
3582,12,12,0,0,9,3,0,0,0,58608
3583,118,118,0,37,45,20,0,0,0,60012
3584,2,0,2,0,0,0,0,0,0,61485
3585,2,0,2,0,0,0,0,0,0,61491
3586,59,59,0,22,36,0,0,0,0,58450
3587,106,106,0,32,51,23,0,0,0,58450
3588,93,93,0,22,56,9,0,0,0,58450
3589,55,55,0,19,29,5,0,0,0,58450
3590,96,96,0,48,36,10,0,0,0,58450
3591,60,60,0,5,36,12,0,0,0,58450
3592,48,48,0,6,42,0,0,0,0,58450
3593,49,49,0,18,30,1,0,0,0,58450
3594,68,68,0,23,39,5,0,0,0,58450
3595,54,54,0,11,32,5,0,0,0,58450
3596,30,30,0,8,14,7,0,0,0,58450
3597,54,54,0,26,22,6,0,0,0,58450
3598,50,50,0,12,30,8,0,0,0,58450
3599,71,71,0,17,41,6,0,0,0,58450
3600,5,5,0,5,0,0,0,0,0,58659
3601,8,8,0,8,0,0,0,0,0,58659
3602,33,33,0,12,17,4,0,0,0,58659
3603,10,10,0,6,0,4,0,0,0,58659
3604,11,11,0,5,0,4,0,0,0,58659
3605,20,20,0,1,8,11,0,0,0,58659
3606,25,25,0,11,4,10,0,0,0,58659
3607,20,20,0,7,13,0,0,0,0,58855
3608,17,17,0,4,13,0,0,0,0,58855
3609,17,17,0,3,14,0,0,0,0,58855
3610,380,380,0,185,83,0,0,0,0,58954
3611,1,0,1,0,0,0,0,0,0,61623
3612,1,0,1,0,0,1,0,0,0,53017
3613,1,0,1,0,0,1,0,0,0,53017
3614,1,0,1,0,0,1,0,0,0,53017
3615,1,0,1,0,0,1,0,0,0,53017
3616,1,0,1,0,0,1,0,0,0,53017
3617,1,0,1,0,0,1,0,0,0,53017
3618,1,0,1,0,0,1,0,0,0,53017
3619,1,0,1,0,0,1,0,0,0,53017
3620,1,0,1,0,0,1,0,0,0,53017
3621,1,0,1,0,0,1,0,0,0,53017
3622,1,0,1,0,0,1,0,0,0,53017
3623,1,0,1,0,0,1,0,0,0,53017
3624,1,0,1,0,0,1,0,0,0,53017
3625,1,0,1,0,0,1,0,0,0,53017
3626,1,0,1,0,0,1,0,0,0,53017
3627,1,0,1,0,0,1,0,0,0,53017
3628,1,0,1,0,0,1,0,0,0,53017
3629,1,0,1,0,0,1,0,0,0,53017
3630,1,0,1,0,0,1,0,0,0,53017
3631,1,0,1,0,0,1,0,0,0,53017
3632,1,0,1,0,0,1,0,0,0,53017
3633,1,0,1,0,0,1,0,0,0,53017
3634,1,0,1,0,0,1,0,0,0,53017
3635,1,0,1,0,0,1,0,0,0,53017
3636,1,0,1,0,0,1,0,0,0,53017
3637,1,0,1,0,0,1,0,0,0,53017
3638,1,0,1,0,0,1,0,0,0,53017
3639,1,0,1,0,0,1,0,0,0,53017
3640,1,0,1,0,0,1,0,0,0,53017
3641,1,0,1,0,0,1,0,0,0,53017
3642,2,1,1,1,0,1,0,0,0,53017
3643,2,1,1,1,0,1,0,0,0,53017
3644,2,1,1,1,0,1,0,0,0,53017
3645,2,1,1,1,0,1,0,0,0,53017
3646,2,1,1,1,0,1,0,0,0,53017
3647,2,1,1,1,0,1,0,0,0,53017
3648,2,1,1,1,0,1,0,0,0,53017
3649,2,1,1,1,0,1,0,0,0,53017
3650,2,1,1,1,0,1,0,0,0,53017
3651,2,1,1,1,0,1,0,0,0,53017
3652,2,1,1,1,0,1,0,0,0,53017
3653,2,1,1,1,0,1,0,0,0,53017
3654,2,1,1,1,0,1,0,0,0,53017
3655,2,1,1,1,0,1,0,0,0,53017
3656,2,1,1,1,0,1,0,0,0,53017
3657,2,1,1,1,0,1,0,0,0,53017
3658,2,1,1,1,0,1,0,0,0,53017
3659,2,1,1,1,0,1,0,0,0,53017
3660,2,1,1,1,0,1,0,0,0,53017
3661,2,1,1,1,0,1,0,0,0,53017
3662,2,1,1,1,0,1,0,0,0,53017
3663,2,1,1,1,0,1,0,0,0,53017
3664,2,1,1,1,0,1,0,0,0,53017
3665,2,1,1,1,0,1,0,0,0,53017
3666,2,1,1,1,0,1,0,0,0,53017
3667,2,1,1,1,0,1,0,0,0,53017
3668,1,0,1,0,0,1,0,0,0,53017
3669,1,0,1,0,0,1,0,0,0,53017
3670,1,0,1,0,0,1,0,0,0,53017
3671,1,0,1,0,0,1,0,0,0,53017
3672,1,0,1,0,0,1,0,0,0,53017
3673,1,0,1,0,0,1,0,0,0,53017
3674,1,0,1,0,0,1,0,0,0,53017
3675,1,0,1,0,0,1,0,0,0,53017
3676,1,0,1,0,0,1,0,0,0,53017
3677,1,0,1,0,0,1,0,0,0,53017
3678,1,0,1,0,0,1,0,0,0,53017
3679,1,0,1,0,0,1,0,0,0,53017
3680,1,0,1,0,0,1,0,0,0,53017
3681,1,0,1,0,0,1,0,0,0,53017
3682,1,0,1,0,0,1,0,0,0,53017
3683,1,0,1,0,0,1,0,0,0,53017
3684,1,0,1,0,0,1,0,0,0,53017
3685,1,0,1,0,0,1,0,0,0,53017
3686,1,0,1,0,0,1,0,0,0,53017
3687,1,0,1,0,0,1,0,0,0,53017
3688,1,0,1,0,0,1,0,0,0,53017
3689,1,0,1,0,0,1,0,0,0,53017
3690,1,0,1,0,0,1,0,0,0,53017
3691,2,1,1,1,0,1,0,0,0,53017
3692,1,0,1,0,0,1,0,0,0,53017
3693,1,0,1,0,0,1,0,0,0,53017
3694,1,0,1,0,0,1,0,0,0,53017
3695,95,95,0,67,0,0,0,0,0,58790
3696,29,29,0,13,10,0,0,0,0,58887
3697,25,25,0,8,11,0,0,0,0,58887
3698,1,0,1,0,1,0,0,0,0,61481
3699,8,8,0,0,0,8,0,0,0,52724
3700,8,8,0,0,0,8,0,0,0,52724
3701,36,36,0,17,0,8,3,0,0,52724
3702,12,12,0,0,0,0,0,0,0,52724
3703,8,8,0,0,0,8,0,0,0,52724
3704,8,8,0,0,0,8,0,0,0,52724
3705,8,8,0,0,4,4,0,0,0,52724
3706,4,4,0,3,1,0,0,0,0,52724
3707,9,9,0,0,7,0,0,0,0,52724
3708,6,6,0,6,0,0,0,0,0,52724
3709,6,6,0,6,0,0,0,0,0,52724
3710,5,5,0,0,1,4,0,0,0,52724
3711,12,12,0,0,12,0,0,0,0,60850
3712,36,36,0,36,0,0,0,0,0,60850
3713,12,12,0,0,12,0,0,0,0,60850
3714,12,12,0,0,12,0,0,0,0,60850
3715,12,12,0,0,12,0,0,0,0,60850
3716,24,24,0,0,24,0,0,0,0,60850
3717,12,12,0,0,12,0,0,0,0,60850
3718,12,12,0,0,12,0,0,0,0,60850
3719,12,12,0,0,12,0,0,0,0,60850
3720,12,12,0,12,0,0,0,0,0,60850
3721,12,12,0,0,0,12,0,0,0,60850
3722,12,12,0,0,0,12,0,0,0,60850
3723,12,12,0,0,12,0,0,0,0,60850
3724,12,12,0,0,12,0,0,0,0,60850
3725,12,12,0,0,0,12,0,0,0,60850
3726,12,12,0,0,0,12,0,0,0,60850
3727,12,12,0,0,12,0,0,0,0,60850
3728,224,224,0,66,66,58,12,0,0,61418
3729,7,7,0,0,1,0,0,0,0,61435
3730,8,8,0,8,0,0,0,0,0,61435
3731,4,4,0,4,0,0,0,0,0,61435
3732,4,4,0,4,0,0,0,0,0,61435
3733,3,3,0,0,3,0,0,0,0,61435
3734,2,2,0,0,2,0,0,0,0,61435
3735,2,0,2,0,0,0,0,0,0,61622
3736,21,21,0,0,7,9,5,0,0,50132
3737,6,6,0,6,0,0,0,0,0,51378
3738,153,153,0,58,29,15,0,0,0,58638
3739,79,79,0,56,10,6,0,0,0,51581
3740,212,212,0,75,69,45,0,0,0,58480
3741,385,385,0,86,188,59,52,0,0,60470
3742,1,0,1,1,0,0,0,0,0,61121
3743,106,106,0,70,0,0,0,0,0,61375
3744,20,4,0,2,2,0,0,0,0,65128
3745,39,39,0,14,10,15,0,0,0,61419
3746,43,43,0,12,29,0,0,0,0,61419
3747,84,84,0,18,42,18,6,0,0,61420
3748,84,84,0,18,42,18,6,0,0,61420
3749,1,0,1,0,0,0,0,0,1,61452
3750,1,0,1,0,0,1,0,0,0,61465
3751,125,25,0,5,14,0,0,0,0,52115
3752,1,0,1,0,0,1,0,0,0,61459
3753,8,2,0,2,0,0,0,0,0,65088
3754,7,7,0,0,0,7,0,0,0,52737
3755,6,6,0,2,4,0,0,0,0,52737
3756,6,6,0,2,4,0,0,0,0,52737
3757,6,6,0,6,0,0,0,0,0,52737
3758,8,8,0,8,0,0,0,0,0,52737
3759,8,8,0,2,3,0,0,0,0,52737
3760,7,7,0,4,3,0,0,0,0,52737
3761,7,7,0,0,7,0,0,0,0,52737
3762,5,5,0,2,1,1,1,0,0,52737
3763,4,4,0,2,0,1,1,0,0,52737
3764,4,4,0,0,0,4,0,0,0,52737
3765,8,8,0,3,5,0,0,0,0,52737
3766,6,6,0,0,6,0,0,0,0,52737
3767,135,0,135,32,65,16,0,0,0,58792
3768,135,0,135,62,35,16,0,0,0,58792
3769,135,0,135,32,65,16,0,0,0,58792
3770,135,0,135,32,65,16,0,0,0,58792
3771,1,0,1,0,0,1,0,0,0,61444
3772,12,0,12,2,9,1,0,0,0,47868
3773,1,0,1,0,0,1,0,0,0,61446
3774,17,17,0,0,8,4,4,0,0,52734
3775,15,15,0,1,1,4,9,0,0,52734
3776,1,0,1,0,0,0,0,1,0,61457
3777,405,81,0,50,24,1,0,0,0,58799
3778,10,0,10,0,0,10,0,0,0,47888
3779,1,0,1,0,0,1,0,0,0,61461
3780,1,0,1,0,0,0,0,0,0,62256
3781,1,0,1,0,0,1,0,0,0,61463
3782,49,10,0,3,5,0,0,0,0,65117
3783,1,0,1,0,1,0,0,0,0,61235
3784,18,18,0,0,14,4,0,0,0,48751
3785,174,174,0,136,38,0,0,0,0,58789
3786,50,50,0,24,16,10,0,0,0,60783
3787,50,50,0,24,16,10,0,0,0,60783
3788,50,50,0,24,16,10,0,0,0,60783
3789,147,30,0,18,12,0,0,0,0,65137
3790,6,6,0,0,0,6,0,0,0,61029
3791,36,36,0,36,0,0,0,0,0,61029
3792,7,7,0,0,7,0,0,0,0,61029
3793,36,36,0,0,36,0,0,0,0,61029
3794,24,24,0,0,24,0,0,0,0,61029
3795,12,12,0,0,0,12,0,0,0,61029
3796,1,0,1,0,0,1,0,0,0,61245
3797,140,140,0,35,70,0,0,0,0,53334
3798,9,2,0,1,1,0,0,0,0,65109
3799,9,2,0,1,1,0,0,0,0,65109
3800,119,119,0,81,0,0,0,0,0,57668
3801,56,56,0,49,0,0,0,0,0,57668
3802,143,29,0,12,7,0,0,0,0,53451
3803,2,0,2,0,0,0,0,0,0,60999
3804,41,41,0,38,3,0,0,0,0,58470
3805,1,0,1,0,1,0,0,0,0,61232
3806,1,0,1,0,0,0,0,0,0,60995
3807,1,0,1,0,1,0,0,0,0,61240
3808,1,0,1,0,0,1,0,0,0,61263
3809,1,0,1,0,0,0,1,0,0,61261
3810,1,0,1,0,1,0,0,0,0,61243
3811,1,0,1,1,0,0,0,0,0,61255
3812,1,0,1,0,0,1,0,0,0,60912
3813,1,0,1,0,0,0,0,0,0,61037
3814,175,56,0,35,12,0,0,0,0,57864
3815,3,0,3,0,0,0,0,0,0,60994
3816,82,81,0,15,30,0,0,0,0,51100
3817,1,0,1,0,1,0,0,0,0,60919
3818,14,3,0,0,2,0,0,0,0,65070
3819,13,3,0,0,0,0,0,0,0,65090
3820,1,0,1,0,1,0,0,0,0,60917
3821,1,0,1,0,0,1,0,0,0,60914
3822,1,0,1,0,0,1,0,0,0,60897
3823,1,0,1,0,1,0,0,0,0,60899
3824,1,0,1,1,0,0,0,0,0,60888
3825,41,10,0,10,0,0,0,0,0,65082
3826,2,0,2,0,0,0,0,0,0,60993
3827,179,179,0,48,92,2,0,0,0,44357
3828,11,11,0,10,0,0,0,0,0,54807
3829,19,0,19,5,10,4,0,0,0,50384
3830,1,0,1,1,0,0,0,0,0,60878
3831,1,0,1,0,1,0,0,0,0,60874
3832,1,0,1,0,1,0,0,0,0,60732
3833,1,0,1,0,1,0,0,0,0,60734
3834,1,0,1,0,0,1,0,0,0,60727
3835,1,0,1,1,0,0,0,0,0,60730
3836,2,0,2,0,0,0,0,0,0,64624
3837,1,0,1,0,0,1,0,0,0,60674
3838,1,0,1,0,0,1,0,0,0,60724
3839,178,178,0,39,117,12,0,0,0,60762
3840,3,0,3,0,0,0,0,0,0,60775
3841,63,63,0,63,0,0,0,0,0,58908
3842,135,135,0,70,44,21,0,0,0,52893
3843,2,0,2,0,0,0,0,0,0,60789
3844,8,2,0,2,0,0,0,0,0,65073
3845,1,0,1,0,1,0,0,0,0,60653
3846,2,0,2,0,0,0,0,0,0,60520
3847,1,0,1,0,0,0,1,0,0,60613
3848,1,0,1,0,0,0,0,0,0,60548
3849,1,0,1,0,0,0,0,1,0,60607
3850,1,0,1,0,0,1,0,0,0,60610
3851,1,0,1,0,0,1,0,0,0,60603
3852,9,9,0,3,5,0,0,0,0,58863
3853,16,16,0,4,5,7,0,0,0,58863
3854,43,43,0,12,18,13,0,0,0,58863
3855,8,8,0,2,6,0,0,0,0,58863
3856,32,32,0,11,17,0,0,0,0,58863
3857,4,4,0,0,2,1,0,0,0,58863
3858,8,8,0,0,8,0,0,0,0,58863
3859,6,6,0,4,1,1,0,0,0,58863
3860,2,2,0,0,1,0,0,0,0,58863
3861,6,6,0,0,2,4,0,0,0,58863
3862,15,15,0,5,10,0,0,0,0,58863
3863,15,15,0,5,10,0,0,0,0,58863
3864,16,16,0,4,12,0,0,0,0,58863
3865,27,27,0,10,6,11,0,0,0,58863
3866,3,3,0,0,2,0,0,0,0,58863
3867,22,22,0,7,11,0,0,0,0,58863
3868,25,25,0,6,6,13,0,0,0,58863
3869,46,46,0,44,1,0,0,0,0,58863
3870,30,30,0,1,17,12,0,0,0,58863
3871,1,0,1,0,1,0,0,0,0,60601
3872,2,0,2,0,0,0,0,0,0,60757
3873,3,0,3,0,0,0,0,0,0,60443
3874,13,13,0,13,0,0,0,0,0,58870
3875,4,4,0,3,0,1,0,0,0,58870
3876,17,17,0,1,10,0,0,0,0,58870
3877,7,7,0,6,0,1,0,0,0,58870
3878,8,8,0,8,0,0,0,0,0,58870
3879,1,0,1,0,0,1,0,0,0,60287
3880,1,0,1,0,1,0,0,0,0,60291
3881,1,0,1,0,0,1,0,0,0,60294
3882,135,135,0,103,1,0,0,0,0,60761
3883,2,0,2,0,0,0,0,0,0,60336
3884,430,87,0,43,19,0,0,0,0,65118
3885,1,0,1,0,0,1,0,0,0,60298
3886,1,0,1,0,1,0,0,0,0,60300
3887,8,8,0,8,0,0,0,0,0,48908
3888,6,6,0,2,0,0,0,0,0,48908
3889,8,8,0,0,8,0,0,0,0,48908
3890,8,8,0,0,8,0,0,0,0,48908
3891,16,16,0,8,8,0,0,0,0,48908
3892,8,8,0,0,0,8,0,0,0,48908
3893,4,4,0,0,0,4,0,0,0,48908
3894,8,8,0,0,2,6,0,0,0,48908
3895,8,8,0,0,2,6,0,0,0,48908
3896,69,69,0,50,0,0,0,0,0,55238
3897,1,0,1,1,0,0,0,0,0,60303
3898,1,0,1,1,0,0,0,0,0,60296
3899,1,0,1,0,0,0,0,0,0,60463
3900,2,0,2,0,0,0,0,0,0,60270
3901,2,0,2,0,0,0,0,0,0,60322
3902,215,215,0,0,0,0,0,0,0,52701
3903,359,359,0,136,155,23,0,0,0,60080
3904,359,359,0,135,156,23,0,0,0,60080
3905,1,0,1,0,1,0,0,0,0,60127
3906,1,0,1,0,0,1,0,0,0,60128
3907,1,0,1,0,0,0,1,0,0,60129
3908,1,0,1,0,0,1,0,0,0,60126
3909,438,404,0,102,204,57,15,0,0,61380
3910,114,23,0,13,5,0,0,0,0,61376
3911,1,0,1,0,0,0,0,0,0,60314
3912,4,0,4,0,0,0,0,0,0,60008
3913,3,0,3,0,0,0,0,0,0,60060
3914,1,0,1,0,0,1,0,0,0,60018
3915,1,0,1,1,0,0,0,0,0,60125
3916,1,0,1,0,0,0,0,0,0,60017
3917,1,0,1,0,0,0,0,0,0,60312
3918,1,0,1,0,1,0,0,0,0,60013
3919,53,11,0,5,6,0,0,0,0,65089
3920,1,0,1,0,0,0,0,0,0,59988
3921,1,0,1,0,0,1,0,0,0,60023
3922,40,8,0,4,4,0,0,0,0,65081
3923,1,0,1,0,0,0,0,0,0,59989
3924,1,0,1,0,0,1,0,0,0,60123
3925,8,2,0,2,0,0,0,0,0,65096
3926,1,0,1,0,1,0,0,0,0,60121
3927,205,162,0,79,81,2,0,0,0,59688
3928,103,81,0,39,42,0,0,0,0,59688
3929,103,82,0,40,41,1,0,0,0,59688
3930,206,164,0,80,82,2,0,0,0,59688
3931,201,160,0,78,80,2,0,0,0,59688
3932,206,164,0,81,81,2,0,0,0,59688
3933,206,163,0,80,81,2,0,0,0,59688
3934,32,7,0,6,0,0,0,0,0,65092
3935,1,0,1,0,0,1,0,0,0,49635
3936,1,0,1,0,1,0,0,0,0,49635
3937,1,0,1,0,0,1,0,0,0,49635
3938,1,0,1,0,0,1,0,0,0,49635
3939,1,0,1,0,0,1,0,0,0,49635
3940,1,0,1,0,0,1,0,0,0,49635
3941,1,0,1,0,0,1,0,0,0,49635
3942,1,0,1,0,0,1,0,0,0,49635
3943,1,0,1,0,0,1,0,0,0,49635
3944,1,0,1,0,1,0,0,0,0,49635
3945,1,0,1,0,0,1,0,0,0,49635
3946,1,0,1,0,0,1,0,0,0,49635
3947,1,0,1,0,0,1,0,0,0,49635
3948,18,18,0,0,0,18,0,0,0,49445
3949,25,25,0,0,1,14,10,0,0,49445
3950,25,25,0,0,2,12,11,0,0,49445
3951,24,24,0,0,0,13,11,0,0,49445
3952,18,18,0,8,6,0,0,0,0,52758
3953,2,2,0,0,1,1,0,0,0,52758
3954,6,6,0,3,3,0,0,0,0,52758
3955,6,6,0,3,3,0,0,0,0,52758
3956,23,23,0,0,14,4,4,0,0,52758
3957,12,12,0,3,6,1,0,0,0,52758
3958,16,16,0,6,7,3,0,0,0,52758
3959,32,32,0,11,17,4,0,0,0,52758
3960,16,16,0,2,10,4,0,0,0,52758
3961,23,23,0,2,9,0,0,0,0,52758
3962,6,6,0,1,5,0,0,0,0,52758
3963,6,6,0,1,5,0,0,0,0,52758
3964,16,16,0,1,15,0,0,0,0,52758
3965,6,6,0,0,6,0,0,0,0,52758
3966,2,2,0,0,1,1,0,0,0,52758
3967,16,16,0,8,0,0,0,0,0,52758
3968,6,6,0,6,0,0,0,0,0,52758
3969,6,6,0,6,0,0,0,0,0,52758
3970,6,6,0,6,0,0,0,0,0,52758
3971,6,6,0,6,0,0,0,0,0,52758
3972,6,6,0,6,0,0,0,0,0,52758
3973,8,8,0,8,0,0,0,0,0,52758
3974,3,3,0,0,1,2,0,0,0,52758
3975,6,6,0,6,0,0,0,0,0,52758
3976,6,6,0,6,0,0,0,0,0,52758
3977,16,16,0,12,4,0,0,0,0,52758
3978,22,22,0,4,16,0,0,0,0,52758
3979,16,16,0,2,14,0,0,0,0,52758
3980,8,8,0,1,7,0,0,0,0,52758
3981,6,6,0,1,4,0,0,0,0,52758
3982,26,26,0,2,10,14,0,0,0,52758
3983,6,6,0,1,5,0,0,0,0,52758
3984,161,0,161,39,39,51,0,0,0,53077
3985,8,8,0,0,0,8,0,0,0,55026
3986,10,10,0,1,0,9,0,0,0,55026
3987,10,10,0,1,5,4,0,0,0,55026
3988,8,8,0,4,4,0,0,0,0,55026
3989,30,30,0,16,4,10,0,0,0,55026
3990,25,25,0,10,9,1,5,0,0,55026
3991,18,18,0,0,6,7,5,0,0,55026
3992,11,0,11,0,8,3,0,0,0,57642
3993,160,160,0,65,16,0,0,0,0,59834
3994,142,142,0,52,15,0,0,0,0,59834
3995,311,311,0,80,149,54,0,0,0,59836
3996,2,0,2,0,0,0,0,0,0,59915
3997,140,140,0,138,2,0,0,0,0,52467
3998,57,57,0,33,0,0,0,0,0,52467
3999,183,37,0,8,8,0,0,0,0,53483
4000,157,157,0,67,55,11,0,0,0,53580
4001,1,0,1,1,0,0,0,0,0,59835
4002,123,123,0,22,23,8,0,0,0,50638
4003,94,94,0,42,40,6,0,0,0,50509
4004,15,15,0,0,15,0,0,0,0,59851
4005,65,65,0,47,6,0,0,0,0,59851
4006,15,15,0,0,15,0,0,0,0,59851
4007,9,9,0,0,6,3,0,0,0,59851
4008,51,51,0,15,19,8,0,0,0,50655
4009,256,256,0,94,119,18,0,0,0,52396
4010,123,123,0,28,62,2,0,0,0,54842
4011,134,134,0,69,57,7,1,0,0,59857
4012,51,51,0,25,26,0,0,0,0,59857
4013,43,43,0,23,18,2,0,0,0,59857
4014,43,43,0,23,18,2,0,0,0,59857
4015,187,187,0,97,79,10,1,0,0,59857
4016,43,43,0,23,18,2,0,0,0,59857
4017,128,128,0,66,54,7,1,0,0,59857
4018,86,86,0,45,37,4,0,0,0,59857
4019,229,229,0,119,97,12,1,0,0,59857
4020,79,79,0,41,34,4,0,0,0,59857
4021,140,140,0,72,60,7,1,0,0,59857
4022,80,80,0,41,34,4,0,0,0,59857
4023,121,121,0,63,51,6,1,0,0,59857
4024,128,128,0,66,54,7,1,0,0,59857
4025,212,212,0,110,90,11,1,0,0,59857
4026,79,79,0,41,34,4,0,0,0,59857
4027,53,53,0,26,27,0,0,0,0,59857
4028,53,53,0,26,27,0,0,0,0,59857
4029,212,212,0,110,90,11,1,0,0,59857
4030,80,80,0,41,34,4,0,0,0,59857
4031,53,53,0,26,27,0,0,0,0,59857
4032,140,140,0,72,60,7,1,0,0,59857
4033,80,80,0,41,34,4,0,0,0,59857
4034,53,53,0,26,27,0,0,0,0,59857
4035,53,53,0,26,27,0,0,0,0,59857
4036,53,53,0,26,27,0,0,0,0,59857
4037,79,79,0,41,34,4,0,0,0,59857
4038,170,170,0,88,72,9,1,0,0,59857
4039,52,52,0,25,26,1,0,0,0,59857
4040,53,53,0,26,27,0,0,0,0,59857
4041,53,53,0,26,27,0,0,0,0,59857
4042,53,53,0,26,27,0,0,0,0,59857
4043,43,43,0,22,18,2,0,0,0,59857
4044,185,185,0,95,79,10,1,0,0,59857
4045,39,39,0,20,17,2,0,0,0,59857
4046,39,39,0,20,17,2,0,0,0,59857
4047,40,40,0,21,17,2,0,0,0,59857
4048,126,126,0,69,49,7,1,0,0,59857
4049,52,52,0,25,26,1,0,0,0,59857
4050,53,53,0,26,27,0,0,0,0,59857
4051,51,51,0,25,26,0,0,0,0,59857
4052,52,52,0,25,26,1,0,0,0,59857
4053,53,53,0,26,27,0,0,0,0,59857
4054,53,53,0,26,27,0,0,0,0,59857
4055,53,53,0,26,27,0,0,0,0,59857
4056,52,52,0,25,26,0,1,0,0,59857
4057,52,52,0,25,26,1,0,0,0,59857
4058,52,52,0,25,26,1,0,0,0,59857
4059,93,93,0,48,40,5,0,0,0,59857
4060,140,140,0,72,60,7,1,0,0,59857
4061,140,140,0,72,60,7,1,0,0,59857
4062,93,93,0,48,40,5,0,0,0,59857
4063,93,93,0,48,40,5,0,0,0,59857
4064,140,140,0,72,60,7,1,0,0,59857
4065,140,140,0,72,60,7,1,0,0,59857
4066,93,93,0,48,40,5,0,0,0,59857
4067,94,94,0,23,26,14,0,0,0,44388
4068,12,0,12,2,3,4,0,0,0,53551
4069,14,0,14,3,8,0,0,0,0,53551
4070,1,0,1,0,0,1,0,0,0,59821
4071,197,197,0,126,1,0,0,0,0,59823
4072,1,0,1,0,0,0,0,0,0,59908
4073,56,56,0,27,21,6,2,0,0,53188
4074,1,0,1,0,0,0,1,0,0,59830
4075,100,100,0,100,0,0,0,0,0,52435
4076,1,0,1,0,0,1,0,0,0,59839
4077,80,16,0,4,8,0,0,0,0,54304
4078,1,0,1,0,1,0,0,0,0,59837
4079,55,55,0,55,0,0,0,0,0,52827
4080,30,30,0,0,30,0,0,0,0,52888
4081,368,74,0,34,18,0,0,0,0,52789
4082,175,0,175,58,59,58,0,0,0,59856
4083,1,0,1,0,0,0,0,0,0,59554
4084,60,60,0,24,31,0,0,0,0,52119
4085,1,0,1,0,0,0,0,0,1,59409
4086,55,0,11,5,4,2,0,0,0,52082
4087,69,69,0,0,13,0,0,0,0,52415
4088,1,0,1,1,0,0,0,0,0,59407
4089,106,106,0,29,53,0,0,0,0,59827
4090,4,4,0,1,2,1,0,0,0,52725
4091,9,9,0,3,6,0,0,0,0,52725
4092,8,8,0,0,4,3,0,0,0,52725
4093,8,8,0,0,6,1,0,0,0,52725
4094,8,8,0,6,0,0,0,0,0,52725
4095,8,8,0,0,6,1,0,0,0,52725
4096,20,20,0,9,8,3,0,0,0,52725
4097,20,20,0,9,11,0,0,0,0,52725
4098,8,8,0,1,6,1,0,0,0,52725
4099,4,4,0,1,3,0,0,0,0,52725
4100,23,13,10,11,7,5,0,0,0,50938
4101,171,171,0,0,1,0,0,0,0,52646
4102,48,48,0,0,0,0,0,0,0,52597
4103,1,0,1,0,0,1,0,0,0,59426
4104,1,0,1,0,0,0,1,0,0,59366
4105,105,22,0,18,3,0,0,0,0,52580
4106,1,0,1,0,1,0,0,0,0,59361
4107,1,0,1,0,0,1,0,0,0,59363
4108,1,0,1,1,0,0,0,0,0,59405
4109,1,0,1,0,1,0,0,0,0,59365
4110,1,0,1,0,1,0,0,0,0,59424
4111,35,35,0,3,29,0,0,0,0,52795
4112,60,60,0,27,29,4,0,0,0,52782
4113,191,65,0,20,29,0,0,0,0,59816
4114,54,54,0,53,1,0,0,0,0,44602
4115,10,2,0,2,0,0,0,0,0,65129
4116,1,0,1,0,0,1,0,0,0,59296
4117,4,4,0,0,2,0,0,2,0,53157
4118,6,6,0,0,1,5,0,0,0,53157
4119,2,2,0,0,2,0,0,0,0,53157
4120,2,2,0,0,1,0,1,0,0,53157
4121,2,2,0,0,1,1,0,0,0,53157
4122,3,3,0,0,2,0,0,0,1,53157
4123,9,9,0,0,0,6,1,0,0,53157
4124,2,2,0,0,0,1,0,1,0,53157
4125,4,4,0,2,0,2,0,0,0,53157
4126,3,3,0,0,2,1,0,0,0,53157
4127,3,3,0,0,1,2,0,0,0,53157
4128,2,2,0,0,1,0,0,1,0,53157
4129,4,4,0,0,1,3,0,0,0,53157
4130,2,2,0,0,0,1,1,0,0,53157
4131,4,4,0,1,0,0,2,0,0,53157
4132,5,5,0,0,0,0,3,1,0,53157
4133,4,4,0,1,1,1,1,0,0,53157
4134,4,4,0,1,1,1,1,0,0,53157
4135,3,3,0,0,0,3,0,0,0,53157
4136,3,3,0,0,1,2,0,0,0,53157
4137,4,4,0,2,0,2,0,0,0,53157
4138,8,8,0,1,3,3,1,0,0,53157
4139,7,7,0,0,3,2,0,2,0,53157
4140,2,2,0,0,1,1,0,0,0,53157
4141,3,3,0,0,2,0,1,0,0,53157
4142,3,3,0,0,1,1,1,0,0,53157
4143,3,3,0,0,1,2,0,0,0,53157
4144,2,2,0,0,1,0,1,0,0,53157
4145,6,6,0,0,4,2,0,0,0,53157
4146,4,4,0,1,1,0,2,0,0,53157
4147,4,4,0,0,4,0,0,0,0,53157
4148,2,2,0,0,2,0,0,0,0,53157
4149,2,2,0,0,1,1,0,0,0,53157
4150,2,2,0,0,2,0,0,0,0,53157
4151,4,4,0,0,2,0,2,0,0,53157
