,total_units,counted_rental_units,counted_homeownership_units,_1_br_units,_2_br_units,_3_br_units,_4_br_units,_5_br_units,_6_br_units,project_id
2412,8,3,0,3,0,0,0,0,0,67294
2413,1,0,1,0,0,0,0,1,0,67225
2414,1,0,1,0,0,1,0,0,0,65453
2415,1,0,1,0,1,0,0,0,0,65453
2416,1,0,1,0,1,0,0,0,0,65453
2417,55,17,0,6,4,2,0,0,0,65775
2418,1,0,1,0,0,1,0,0,0,67224
2419,35,7,0,3,4,0,0,0,0,67295
2420,20,6,0,2,3,0,0,0,0,65649
2421,19,6,0,2,2,0,0,0,0,65649
2422,72,15,0,12,3,0,0,0,0,67296
2423,67,67,0,25,16,9,0,0,0,61575
2424,35,35,0,10,22,0,0,0,0,61630
2425,1,0,1,0,0,0,1,0,0,67161
2426,10,3,0,0,3,0,0,0,0,67297
2427,51,16,0,3,7,0,0,0,0,67298
2428,35,11,0,5,6,0,0,0,0,67299
2429,16,5,0,2,3,0,0,0,0,67300
2430,1,0,1,1,0,0,0,0,0,67158
2431,24,7,0,2,4,0,0,0,0,67337
2432,126,0,0,0,0,0,0,0,0,66901
2433,140,100,0,20,15,25,0,0,0,66901
2434,1,0,1,0,0,1,0,0,0,67156
2435,29,9,0,4,5,0,0,0,0,67338
2436,16,5,0,3,0,0,0,0,0,67339
2437,55,11,0,10,0,0,0,0,0,59464
2438,1,0,1,1,0,0,0,0,0,67152
2439,1,0,1,0,0,1,0,0,0,67146
2440,1,0,1,0,0,0,1,0,0,67145
2441,116,35,0,13,8,0,0,0,0,67340
2442,112,35,0,24,5,2,0,0,0,66702
2443,1,0,1,1,0,0,0,0,0,67159
2444,1,0,1,1,0,0,0,0,0,66986
2445,1,0,1,0,0,1,0,0,0,66983
2446,1,0,1,0,0,1,0,0,0,66987
2447,1,0,1,0,0,0,1,0,0,66981
2448,63,13,0,3,7,0,0,0,0,67342
2449,104,0,21,5,11,0,0,0,0,67343
2450,182,55,0,41,1,2,0,0,0,66268
2451,1,0,1,0,1,0,0,0,0,66977
2452,1,0,1,0,0,0,0,1,0,66974
2453,30,6,0,3,3,0,0,0,0,67345
2454,332,66,0,27,18,0,0,0,0,65774
2455,20,6,0,3,3,0,0,0,0,67346
2456,4,0,4,0,0,4,0,0,0,66889
2457,138,137,0,51,0,0,0,0,0,65541
2458,1,0,1,1,0,0,0,0,0,66848
2459,40,40,0,15,15,10,0,0,0,65357
2460,45,45,0,28,15,1,0,0,0,65357
2461,44,44,0,2,32,10,0,0,0,65357
2462,62,62,0,25,22,14,0,0,0,65357
2463,40,40,0,10,23,7,0,0,0,65357
2464,40,40,0,8,17,7,8,0,0,65357
2465,35,35,0,6,19,5,5,0,0,65357
2466,27,27,0,7,14,5,0,0,0,65357
2467,24,24,0,6,17,0,0,0,0,65357
2468,35,35,0,15,18,1,0,0,0,65357
2469,26,26,0,4,18,4,0,0,0,65357
2470,26,26,0,4,16,6,0,0,0,65357
2471,53,53,0,18,23,11,0,0,0,65357
2472,57,1,56,26,24,7,0,0,0,55223
2473,1,0,1,0,1,0,0,0,0,66846
2474,8,2,0,1,1,0,0,0,0,67347
2475,15,5,0,5,0,0,0,0,0,67008
2476,140,35,0,6,7,0,0,0,0,64636
2477,1,0,1,1,0,0,0,0,0,67162
2478,7,3,0,3,0,0,0,0,0,67349
2479,39,8,0,2,4,0,0,0,0,67006
2480,160,50,0,13,25,0,0,0,0,67350
2481,132,132,0,18,72,19,0,0,0,48768
2482,16,5,0,5,0,0,0,0,0,67351
2483,8,3,0,0,2,1,0,0,0,67009
2484,50,50,0,17,26,0,0,0,0,67013
2485,50,50,0,17,27,0,0,0,0,67013
2486,3,0,3,0,0,3,0,0,0,66717
2487,71,71,0,0,1,0,0,0,0,62289
2488,135,135,0,36,72,27,0,0,0,63939
2489,183,183,0,154,29,0,0,0,0,63941
2490,1,0,1,0,0,0,0,0,0,67056
2491,7,7,0,4,0,3,0,0,0,64756
2492,7,7,0,0,0,6,0,0,0,64756
2493,7,7,0,2,3,2,0,0,0,64756
2494,1,0,1,0,1,0,0,0,0,66765
2495,31,31,0,10,12,4,0,0,0,63014
2496,1,0,1,0,0,1,0,0,0,66763
2497,1,0,1,0,1,0,0,0,0,66758
2498,1,0,1,1,0,0,0,0,0,66754
2499,15,5,0,2,3,0,0,0,0,67011
2500,13,4,0,4,0,0,0,0,0,67010
2501,1,0,1,0,0,1,0,0,0,66753
2502,32,10,0,4,5,0,0,0,0,67352
2503,3,0,3,0,0,3,0,0,0,66689
2504,29,6,0,3,3,0,0,0,0,67007
2505,44,9,0,9,0,0,0,0,0,67012
2506,23,5,0,4,1,0,0,0,0,67353
2507,263,121,0,37,39,5,0,0,0,61388
2508,281,281,0,109,105,37,11,0,0,51302
2509,215,215,0,90,85,25,9,0,0,51302
2510,8,8,0,0,1,7,0,0,0,54360
2511,8,8,0,0,7,0,0,0,0,54360
2512,8,8,0,1,7,0,0,0,0,54360
2513,8,8,0,1,7,0,0,0,0,54360
2514,8,8,0,1,7,0,0,0,0,54360
2515,8,8,0,1,4,3,0,0,0,54360
2516,8,8,0,1,7,0,0,0,0,54360
2517,8,8,0,1,7,0,0,0,0,54360
2518,8,8,0,1,7,0,0,0,0,54360
2519,8,8,0,1,7,0,0,0,0,54360
2520,8,8,0,1,6,0,0,0,0,54360
2521,8,8,0,1,6,0,0,0,0,54360
2522,8,8,0,1,6,0,0,0,0,54360
2523,8,8,0,1,5,0,1,0,0,54360
2524,8,8,0,1,7,0,0,0,0,54360
2525,8,8,0,1,7,0,0,0,0,54360
2526,8,8,0,1,7,0,0,0,0,54360
2527,8,8,0,1,7,0,0,0,0,54360
2528,8,8,0,1,7,0,0,0,0,54360
2529,8,8,0,1,7,0,0,0,0,54360
2530,215,215,0,18,64,0,0,0,0,58936
2531,175,175,0,55,81,28,0,0,0,61357
2532,189,189,0,75,54,19,0,0,0,62962
2533,94,94,0,59,26,9,0,0,0,63913
2534,96,29,0,7,15,0,0,0,0,64297
2535,366,366,0,154,69,56,0,0,0,65213
2536,52,52,0,10,29,13,0,0,0,65389
2537,64,20,0,14,6,0,0,0,0,65825
2538,14,14,0,1,5,8,0,0,0,58661
2539,89,89,0,61,1,0,0,0,0,61186
2540,139,139,0,20,1,0,0,0,0,70542
2541,136,41,0,28,7,4,0,0,0,65573
2542,34,7,0,7,0,0,0,0,0,59417
2543,456,456,0,144,273,39,0,0,0,61849
2544,415,415,0,130,250,35,0,0,0,61849
2545,88,23,0,10,3,0,0,0,0,61571
2546,45,45,0,0,0,0,0,0,0,61628
2547,1,0,1,0,0,0,0,0,0,66457
2548,1,0,1,1,0,0,0,0,0,66459
2549,1,0,1,0,1,0,0,0,0,66460
2550,130,11,0,5,1,0,0,0,0,59429
2551,127,127,0,59,36,12,0,0,0,63775
2552,10,10,0,0,9,0,0,0,0,65364
2553,25,25,0,0,16,9,0,0,0,65364
2554,1,0,1,0,1,0,0,0,0,66455
2555,57,57,0,32,23,2,0,0,0,60425
2556,1,0,1,0,1,0,0,0,0,66446
2557,20,20,0,1,14,5,0,0,0,61639
2558,24,24,0,4,15,5,0,0,0,61639
2559,42,42,0,10,22,10,0,0,0,61639
2560,21,21,0,7,10,4,0,0,0,61639
2561,1,0,1,0,1,0,0,0,0,66438
2562,1,0,1,0,1,0,0,0,0,66341
2563,1,0,1,0,1,0,0,0,0,66338
2564,1,0,1,0,0,1,0,0,0,66339
2565,1,0,1,0,0,0,1,0,0,66340
2566,230,0,230,49,145,24,0,0,0,66588
2567,230,0,230,49,145,24,0,0,0,66588
2568,230,0,230,49,145,24,0,0,0,66588
2569,230,0,230,49,145,24,0,0,0,66588
2570,229,0,229,48,145,24,0,0,0,66588
2571,1,0,1,0,0,1,0,0,0,66336
2572,1,0,1,0,1,0,0,0,0,66337
2573,157,157,0,32,78,47,0,0,0,64399
2574,157,157,0,32,78,47,0,0,0,64399
2575,917,917,0,312,36,0,0,0,0,65361
2576,72,72,0,5,10,5,0,0,0,62203
2577,1,0,1,0,0,0,1,0,0,66333
2578,1,0,1,0,0,0,1,0,0,66332
2579,1,0,1,1,0,0,0,0,0,66331
2580,84,84,0,31,0,0,0,0,0,61740
2581,1,0,1,0,1,0,0,0,0,66330
2582,52,16,0,9,3,0,0,0,0,64510
2583,1,0,1,1,0,0,0,0,0,66325
2584,283,283,0,114,1,133,21,0,0,58972
2585,22,7,0,5,2,0,0,0,0,65246
2586,80,80,0,59,1,0,0,0,0,65856
2587,1,0,1,1,0,0,0,0,0,66323
2588,1,0,1,0,0,0,1,0,0,66324
2589,87,87,0,22,35,30,0,0,0,65831
2590,3,0,3,0,0,3,0,0,0,66107
2591,200,200,0,199,1,0,0,0,0,63289
2592,144,144,0,64,22,22,0,0,0,63345
2593,3,0,0,0,0,0,0,0,0,54838
2594,1,0,1,0,1,0,0,0,0,54838
2595,1,0,1,0,0,1,0,0,0,54838
2596,1,0,1,0,0,1,0,0,0,54838
2597,1,0,1,0,1,0,0,0,0,54838
2598,1,0,1,0,1,0,0,0,0,54838
2599,1,0,1,0,1,0,0,0,0,54838
2600,1,0,1,0,1,0,0,0,0,54838
2601,1,0,1,0,0,1,0,0,0,54838
2602,1,0,1,0,1,0,0,0,0,54838
2603,1,0,1,0,1,0,0,0,0,54838
2604,1,0,1,0,0,1,0,0,0,54838
2605,1,0,1,0,0,1,0,0,0,54838
2606,1,0,1,0,0,1,0,0,0,54838
2607,1,0,1,0,1,0,0,0,0,54838
2608,1,0,1,0,0,1,0,0,0,54838
2609,1,0,1,0,0,1,0,0,0,54838
2610,1,0,1,0,1,0,0,0,0,54838
2611,1,0,1,0,0,1,0,0,0,54838
2612,1,0,1,0,1,0,0,0,0,54838
2613,1,0,1,0,0,1,0,0,0,54838
2614,1,0,1,0,1,0,0,0,0,54838
2615,1,0,1,0,0,1,0,0,0,54838
2616,1,0,1,0,1,0,0,0,0,54838
2617,3,3,0,3,0,0,0,0,0,60426
2618,7,7,0,2,1,0,0,0,0,60426
2619,7,7,0,3,1,0,0,0,0,60426
2620,3,3,0,3,0,0,0,0,0,60426
2621,3,3,0,3,0,0,0,0,0,60426
2622,7,7,0,4,0,0,0,0,0,60426
2623,3,3,0,3,0,0,0,0,0,60426
2624,3,3,0,3,0,0,0,0,0,60426
2625,3,3,0,2,0,0,0,0,0,60426
2626,3,3,0,3,0,0,0,0,0,60426
2627,3,3,0,1,1,0,0,0,0,60426
2628,3,3,0,0,0,0,0,0,0,60426
2629,3,3,0,3,0,0,0,0,0,60426
2630,7,7,0,3,0,0,0,0,0,60426
2631,7,7,0,3,0,0,0,0,0,60426
2632,7,7,0,3,0,0,0,0,0,60426
2633,7,7,0,7,0,0,0,0,0,60426
2634,7,7,0,7,0,0,0,0,0,60426
2635,3,3,0,3,0,0,0,0,0,60426
2636,3,3,0,3,0,0,0,0,0,60426
2637,3,3,0,3,0,0,0,0,0,60426
2638,3,3,0,0,0,0,0,0,0,60426
2639,3,3,0,2,0,0,0,0,0,60426
2640,7,7,0,6,0,0,0,0,0,60426
2641,7,7,0,2,0,0,0,0,0,60426
2642,7,7,0,2,0,0,0,0,0,60426
2643,7,7,0,4,0,0,0,0,0,60426
2644,93,93,0,0,0,0,0,0,0,61728
2645,47,47,0,33,8,6,0,0,0,63332
2646,11,11,0,0,1,10,0,0,0,63342
2647,21,21,0,6,6,9,0,0,0,63342
2648,22,22,0,5,17,0,0,0,0,63342
2649,54,54,0,40,8,6,0,0,0,63343
2650,45,45,0,27,10,0,0,0,0,63344
2651,45,45,0,26,11,0,0,0,0,63344
2652,49,49,0,33,14,2,0,0,0,63344
2653,54,54,0,29,12,0,0,0,0,63344
2654,63,63,0,27,17,5,0,0,0,63344
2655,77,77,0,51,21,4,1,0,0,63344
2656,17,17,0,6,1,4,0,0,0,63344
2657,27,27,0,21,2,4,0,0,0,63790
2658,49,49,0,32,17,0,0,0,0,63790
2659,62,62,0,51,10,1,0,0,0,63790
2660,17,17,0,9,8,0,0,0,0,63790
2661,17,17,0,9,8,0,0,0,0,63790
2662,27,27,0,16,7,4,0,0,0,63790
2663,17,17,0,7,1,4,0,0,0,63790
2664,51,51,0,40,10,0,0,0,0,63791
2665,8,8,0,0,0,4,4,0,0,63791
2666,8,8,0,0,0,5,3,0,0,63791
2667,10,10,0,1,0,4,4,0,0,63791
2668,14,14,0,0,4,7,2,1,0,63791
2669,22,22,0,0,20,2,0,0,0,63793
2670,22,22,0,0,20,2,0,0,0,63793
2671,17,17,0,13,4,0,0,0,0,63793
2672,17,17,0,14,3,0,0,0,0,63793
2673,70,70,0,35,23,5,0,0,0,63793
2674,48,48,0,36,11,1,0,0,0,63793
2675,33,33,0,24,5,4,0,0,0,63793
2676,26,26,0,11,11,4,0,0,0,63793
2677,47,47,0,37,10,0,0,0,0,63793
2678,47,47,0,29,18,0,0,0,0,63793
2679,55,55,0,26,16,7,0,0,0,63793
2680,38,38,0,30,7,0,0,0,0,63793
2681,21,21,0,1,20,0,0,0,0,63794
2682,21,21,0,1,20,0,0,0,0,63794
2683,103,103,0,46,1,0,0,0,0,63794
2684,59,59,0,38,15,6,0,0,0,63795
2685,164,46,0,24,7,0,0,0,0,65506
2686,1,0,1,0,0,0,0,1,0,66037
2687,1,0,1,0,0,0,0,1,0,66038
2688,120,0,120,60,30,30,0,0,0,66586
2689,114,0,114,0,58,19,19,0,0,66586
2690,120,120,0,88,0,0,0,0,0,63808
2691,1,0,1,1,0,0,0,0,0,66025
2692,1,0,1,0,0,1,0,0,0,66033
2693,1,0,1,1,0,0,0,0,0,66032
2694,1,0,1,0,0,0,0,0,0,66035
2695,10,10,0,8,0,0,0,0,0,48608
2696,23,23,0,8,6,4,1,0,0,48608
2697,4,4,0,4,0,0,0,0,0,48608
2698,56,56,0,37,12,7,0,0,0,48608
2699,19,19,0,8,6,4,1,0,0,48608
2700,4,4,0,3,0,0,0,0,0,48608
2701,9,9,0,5,0,0,0,0,0,48608
2702,76,76,0,47,9,13,0,0,0,63888
2703,1,0,1,0,0,1,0,0,0,67328
2704,2,0,2,0,0,2,0,0,0,66142
2705,81,17,0,17,0,0,0,0,0,66422
2706,1,0,1,1,0,0,0,0,0,66022
2707,1,0,1,0,0,0,1,0,0,66024
2708,151,151,0,92,47,12,0,0,0,63937
2709,89,89,0,87,1,0,0,0,0,64157
2710,1,0,1,1,0,0,0,0,0,66021
2711,98,98,0,42,0,0,0,0,0,61593
2712,1175,59,0,23,5,0,0,0,0,66058
2713,37,37,0,9,12,0,0,0,0,62211
2714,52,52,0,16,12,0,0,0,0,62211
2715,49,49,0,3,13,17,0,0,0,62211
2716,1,0,1,0,0,1,0,0,0,65829
2717,3,0,3,0,0,3,0,0,0,65723
2718,1,0,1,0,1,0,0,0,0,65821
2719,1,0,1,1,0,0,0,0,0,65830
2720,1,0,1,0,0,1,0,0,0,65828
2721,3,0,3,0,0,0,0,0,0,65711
2722,20,5,0,2,2,0,0,0,0,66054
2723,729,37,0,0,0,0,0,0,0,66060
2724,1,0,1,0,0,0,0,0,1,65827
2725,1,0,1,0,0,1,0,0,0,65820
2726,165,33,0,4,27,2,0,0,0,66055
2727,10,10,0,7,0,0,0,0,0,60435
2728,11,11,0,0,0,0,0,0,0,60435
2729,1,0,1,0,0,1,0,0,0,65822
2730,42,9,0,9,0,0,0,0,0,66059
2731,1,0,1,1,0,0,0,0,0,65620
2732,1,0,1,1,0,0,0,0,0,65624
2733,1,0,1,0,0,1,0,0,0,65630
2734,1,0,1,0,1,0,0,0,0,65610
2735,1,0,1,0,1,0,0,0,0,65812
2736,1,0,1,0,0,1,0,0,0,65611
2737,1,0,1,0,0,1,0,0,0,65619
2738,1,0,1,0,0,1,0,0,0,65617
2739,1,0,1,0,0,0,0,0,1,65618
2740,21,21,0,21,0,0,0,0,0,64892
2741,20,20,0,8,0,0,0,0,0,64892
2742,1,0,1,1,0,0,0,0,0,65596
2743,1,0,1,0,0,0,0,0,0,65615
2744,3,0,3,0,0,3,0,0,0,65485
2745,6,6,0,3,0,0,0,0,0,62204
2746,1,0,1,0,0,0,0,0,0,65608
2747,1,0,1,0,1,0,0,0,0,65454
2748,1,0,1,0,0,1,0,0,0,65457
2749,25,25,0,7,7,0,0,0,0,61903
2750,1,0,1,0,1,0,0,0,0,65443
2751,1,0,1,0,1,0,0,0,0,65456
2752,1,0,1,0,0,1,0,0,0,65441
2753,1,0,1,0,0,1,0,0,0,65444
2754,3,0,3,0,0,3,0,0,0,65386
2755,1,0,1,1,0,0,0,0,0,65455
2756,8,2,0,2,0,0,0,0,0,66056
2757,1,0,1,0,1,0,0,0,0,65439
2758,8,2,0,1,1,0,0,0,0,66057
2759,10,2,0,0,2,0,0,0,0,66053
2760,171,0,171,34,102,35,0,0,0,59976
2761,75,75,0,25,27,12,0,0,0,54954
2762,16,16,0,5,6,5,0,0,0,58860
2763,16,16,0,3,8,5,0,0,0,58860
2764,8,8,0,8,0,0,0,0,0,58860
2765,10,10,0,4,1,5,0,0,0,58860
2766,12,12,0,11,1,0,0,0,0,58860
2767,5,5,0,5,0,0,0,0,0,58860
2768,8,8,0,7,1,0,0,0,0,58860
2769,3,3,0,3,0,0,0,0,0,58860
2770,6,6,0,6,0,0,0,0,0,58860
2771,8,8,0,8,0,0,0,0,0,58860
2772,12,12,0,6,3,3,0,0,0,58860
2773,36,36,0,6,25,2,0,0,0,58860
2774,11,11,0,0,4,4,0,0,0,58860
2775,11,11,0,0,7,4,0,0,0,58860
2776,4,4,0,0,4,0,0,0,0,58860
2777,8,8,0,5,3,0,0,0,0,58860
2778,3,3,0,3,0,0,0,0,0,58860
2779,7,7,0,3,4,0,0,0,0,58860
2780,100,100,0,8,0,0,0,0,0,58860
2781,8,8,0,0,4,4,0,0,0,58860
2782,2,2,0,0,1,0,0,0,0,58860
2783,3,3,0,2,1,0,0,0,0,58860
2784,6,6,0,0,3,3,0,0,0,58860
2785,16,16,0,4,6,6,0,0,0,58860
2786,3,3,0,0,3,0,0,0,0,58860
2787,6,6,0,3,3,0,0,0,0,58860
2788,25,25,0,14,6,5,0,0,0,58860
2789,7,7,0,3,2,0,0,0,0,58860
2790,7,7,0,7,0,0,0,0,0,58860
2791,4,4,0,0,1,3,0,0,0,58860
2792,29,29,0,26,2,1,0,0,0,58860
2793,8,8,0,7,0,1,0,0,0,58860
2794,12,12,0,12,0,0,0,0,0,58860
2795,18,18,0,5,7,5,0,0,0,58860
2796,6,6,0,1,4,0,0,0,0,58860
2797,13,13,0,3,3,6,0,0,0,58860
2798,16,16,0,4,12,0,0,0,0,58860
2799,3,3,0,2,0,1,0,0,0,58860
2800,3,3,0,0,3,0,0,0,0,58860
2801,4,4,0,0,1,3,0,0,0,58860
2802,3,3,0,2,0,1,0,0,0,58860
2803,35,35,0,34,1,0,0,0,0,58860
2804,29,29,0,27,2,0,0,0,0,58860
2805,159,2,157,24,83,52,0,0,0,63221
2806,39,39,0,10,14,0,0,0,0,63760
2807,2,0,2,0,0,0,0,0,0,65051
2808,1,0,1,0,1,0,0,0,0,65078
2809,1,0,1,0,1,0,0,0,0,65084
2810,1,0,1,0,1,0,0,0,0,65087
2811,1,0,1,0,0,0,0,0,0,65122
2812,1,0,1,0,0,0,0,0,0,65142
2813,1,0,1,0,1,0,0,0,0,65156
2814,3,0,3,0,3,0,0,0,0,65158
2815,2,0,2,0,2,0,0,0,0,65159
2816,1,0,1,0,0,1,0,0,0,65160
2817,1,0,1,0,1,0,0,0,0,65162
2818,3,0,3,0,0,0,0,0,3,65163
2819,2,0,2,0,2,0,0,0,0,65164
2820,3,0,3,0,3,0,0,0,0,65165
2821,2,0,2,0,2,0,0,0,0,65167
2822,3,0,3,0,3,0,0,0,0,65168
2823,1,0,1,0,1,0,0,0,0,65170
2824,2,0,2,0,2,0,0,0,0,65172
2825,489,0,489,134,236,104,0,0,0,65189
2826,489,0,489,134,236,103,0,0,0,65189
2827,161,161,0,1,0,0,0,0,0,51301
2828,400,400,0,126,110,60,0,0,0,51868
2829,9,9,0,4,5,0,0,0,0,59474
2830,9,9,0,7,2,0,0,0,0,59474
2831,17,17,0,5,5,0,0,0,0,59474
2832,51,51,0,20,20,9,0,0,0,59474
2833,20,20,0,0,14,5,1,0,0,59474
2834,38,38,0,7,23,0,0,0,0,59474
2835,10,10,0,6,4,0,0,0,0,59474
2836,9,9,0,0,4,5,0,0,0,59474
2837,9,9,0,0,4,5,0,0,0,59474
2838,36,36,0,0,30,6,0,0,0,59474
2839,34,34,0,0,29,5,0,0,0,59474
2840,7,7,0,2,4,1,0,0,0,59474
2841,4,4,0,0,1,3,0,0,0,59474
2842,30,30,0,11,12,0,0,0,0,59474
2843,11,11,0,1,9,0,0,0,0,59474
2844,9,9,0,0,4,1,0,0,0,59474
2845,9,9,0,4,1,4,0,0,0,59474
2846,9,9,0,4,1,4,0,0,0,59474
2847,10,10,0,4,0,0,0,0,0,59474
2848,18,18,0,5,9,0,0,0,0,59474
2849,10,10,0,0,9,0,0,0,0,59474
2850,118,118,0,10,29,0,0,0,0,60327
2851,160,0,160,19,107,34,0,0,0,60996
2852,160,0,160,36,72,52,0,0,0,60996
2853,50,50,0,0,0,0,0,0,0,61701
2854,159,159,0,107,1,0,0,0,0,61841
2855,62,0,62,22,39,1,0,0,0,61848
2856,63,0,63,31,13,19,0,0,0,61848
2857,443,96,0,53,21,0,0,0,0,63732
2858,468,87,0,34,19,0,0,0,0,63732
2859,10,10,0,1,4,5,0,0,0,63845
2860,9,9,0,0,9,0,0,0,0,63845
2861,9,9,0,0,9,0,0,0,0,63845
2862,9,9,0,0,0,9,0,0,0,63845
2863,22,22,0,0,12,10,0,0,0,63845
2864,2,2,0,1,0,0,0,0,0,63845
2865,9,9,0,0,9,0,0,0,0,63845
2866,25,25,0,11,10,4,0,0,0,63845
2867,5,5,0,0,1,4,0,0,0,63845
2868,5,5,0,0,0,1,4,0,0,63845
2869,12,12,0,9,0,3,0,0,0,63845
2870,5,5,0,0,1,4,0,0,0,63845
2871,7,7,0,1,6,0,0,0,0,63845
2872,11,11,0,6,5,0,0,0,0,63845
2873,15,15,0,10,5,0,0,0,0,63845
2874,19,19,0,1,18,0,0,0,0,63845
2875,10,10,0,2,0,8,0,0,0,63845
2876,26,26,0,5,19,2,0,0,0,63845
2877,71,71,0,49,10,0,0,0,0,63889
2878,69,69,0,12,41,10,0,0,0,63890
2879,1,0,1,1,0,0,0,0,0,65067
2880,1,0,1,0,1,0,0,0,0,65069
2881,1,0,1,0,1,0,0,0,0,65174
2882,230,230,0,46,115,46,0,0,0,65190
2883,230,230,0,46,115,46,0,0,0,65190
2884,230,230,0,46,116,45,0,0,0,65190
2885,39,39,0,0,22,12,5,0,0,65190
2886,45,45,0,0,21,24,0,0,0,65190
2887,45,45,0,0,21,24,0,0,0,65190
2888,39,39,0,0,22,12,5,0,0,65190
2889,39,39,0,0,21,12,6,0,0,65190
2890,51,51,0,12,21,12,6,0,0,65190
2891,85,0,85,35,13,13,1,0,0,48753
2892,63,63,0,40,1,0,0,0,0,59388
2893,190,190,0,73,40,26,0,0,0,61297
2894,42,42,0,8,33,1,0,0,0,61609
2895,57,57,0,37,12,8,0,0,0,61611
2896,94,94,0,30,38,12,0,0,0,61611
2897,114,114,0,47,30,9,0,0,0,61611
2898,146,146,0,91,1,0,0,0,0,61842
2899,104,0,104,34,52,18,0,0,0,61847
2900,163,163,0,60,60,31,0,0,0,62227
2901,1,0,1,1,0,0,0,0,0,65052
2902,2,0,2,0,2,0,0,0,0,65059
2903,1,0,1,0,0,0,0,0,0,65101
2904,2,0,2,0,2,0,0,0,0,65146
2905,82,82,0,34,20,15,0,0,0,44431
2906,124,124,0,33,37,19,0,0,0,44431
2907,47,47,0,30,10,6,1,0,0,53655
2908,55,55,0,3,35,11,0,0,0,53655
2909,13,13,0,8,1,4,0,0,0,53655
2910,9,9,0,6,3,0,0,0,0,53655
2911,25,25,0,1,6,6,0,0,0,53655
2912,16,16,0,5,2,9,0,0,0,53655
2913,9,9,0,2,7,0,0,0,0,53655
2914,22,22,0,10,11,0,0,0,0,53655
2915,4,4,0,1,2,0,1,0,0,53655
2916,11,11,0,0,6,5,0,0,0,53655
2917,78,78,0,24,35,14,1,0,0,53655
2918,12,12,0,4,0,4,0,0,0,53655
2919,45,45,0,11,28,6,0,0,0,61610
2920,35,34,0,18,16,0,0,0,0,61802
2921,2,0,2,0,2,0,0,0,0,65046
2922,3,0,3,0,3,0,0,0,0,65050
2923,1,0,1,0,0,1,0,0,0,65150
2924,172,1,171,57,77,38,0,0,0,50347
2925,52,52,0,23,15,4,10,0,0,59058
2926,67,16,0,5,1,0,0,0,0,59411
2927,17,17,0,12,0,5,0,0,0,60027
2928,10,10,0,0,6,4,0,0,0,60027
2929,21,21,0,0,21,0,0,0,0,60027
2930,25,25,0,5,5,15,0,0,0,60027
2931,6,6,0,0,6,0,0,0,0,63840
2932,6,6,0,0,0,6,0,0,0,63840
2933,6,6,0,0,0,6,0,0,0,63840
2934,6,6,0,0,0,6,0,0,0,63840
2935,6,6,0,0,0,6,0,0,0,63840
2936,3,3,0,0,3,0,0,0,0,63840
2937,6,6,0,0,0,6,0,0,0,63840
2938,6,6,0,0,0,6,0,0,0,63840
2939,3,3,0,0,3,0,0,0,0,63840
2940,6,6,0,0,6,0,0,0,0,63840
2941,6,6,0,0,6,0,0,0,0,63840
2942,6,6,0,0,6,0,0,0,0,63840
2943,6,6,0,0,6,0,0,0,0,63840
2944,5,5,0,5,0,0,0,0,0,63840
2945,6,6,0,0,6,0,0,0,0,63840
2946,6,6,0,0,6,0,0,0,0,63840
2947,6,6,0,0,6,0,0,0,0,63840
2948,6,6,0,0,6,0,0,0,0,63840
2949,6,6,0,0,0,6,0,0,0,63840
2950,5,5,0,5,0,0,0,0,0,63840
2951,3,3,0,0,3,0,0,0,0,63840
2952,6,6,0,0,6,0,0,0,0,63840
2953,6,6,0,0,6,0,0,0,0,63840
2954,6,6,0,0,0,6,0,0,0,63840
2955,6,6,0,0,0,6,0,0,0,63840
2956,6,6,0,0,0,6,0,0,0,63840
2957,5,5,0,5,0,0,0,0,0,63840
2958,6,6,0,0,0,6,0,0,0,63840
2959,6,6,0,0,0,6,0,0,0,63840
2960,5,5,0,5,0,0,0,0,0,63840
2961,6,6,0,0,0,6,0,0,0,63840
2962,6,6,0,0,0,6,0,0,0,63840
2963,6,6,0,0,0,6,0,0,0,63840
2964,18,18,0,0,18,0,0,0,0,63840
2965,6,6,0,0,0,6,0,0,0,63840
2966,86,86,0,32,34,20,0,0,0,63841
2967,60,60,0,25,30,5,0,0,0,63842
2968,20,20,0,10,6,4,0,0,0,63843
2969,16,16,0,0,12,4,0,0,0,63843
2970,16,16,0,0,8,8,0,0,0,63843
2971,16,16,0,9,7,0,0,0,0,63843
2972,12,12,0,8,4,0,0,0,0,63843
2973,16,16,0,9,7,0,0,0,0,63843
2974,6,6,0,0,0,6,0,0,0,63844
2975,6,6,0,0,0,6,0,0,0,63844
2976,12,12,0,0,12,0,0,0,0,63844
2977,6,6,0,0,0,6,0,0,0,63844
2978,12,12,0,0,12,0,0,0,0,63844
2979,12,12,0,0,12,0,0,0,0,63844
2980,12,12,0,0,12,0,0,0,0,63844
2981,12,12,0,0,12,0,0,0,0,63844
2982,6,6,0,0,0,6,0,0,0,63844
2983,12,12,0,12,0,0,0,0,0,63844
2984,6,6,0,0,0,6,0,0,0,63844
2985,12,12,0,0,12,0,0,0,0,63844
2986,6,6,0,0,0,6,0,0,0,63844
2987,12,12,0,0,12,0,0,0,0,63844
2988,12,12,0,12,0,0,0,0,0,63844
2989,6,6,0,0,0,6,0,0,0,63844
2990,12,12,0,0,12,0,0,0,0,63844
2991,6,6,0,0,0,6,0,0,0,63844
