"project_id","project_name","project_start_date","project_completion_date","building_id","house_number","street_name","borough","postcode","bbl","bin","community_board","council_district","census_tract","neighborhood_tabulation_area","latitude","longitude","latitude_internal","longitude_internal","building_completion_date","reporting_construction_type","extended_affordability_status","prevailing_wage_status","extremely_low_income_units","very_low_income_units","low_income_units","moderate_income_units","middle_income_units","other_income_units","studio_units","_1_br_units","_2_br_units","_3_br_units","_4_br_units","_5_br_units","_6_br_units","unknown_br_units","counted_rental_units","counted_homeownership_units","all_counted_units","total_units"
"70504","2278 BRONX PARK EAST","2020-10-27T00:00:00.000",,"984966","2278","BRONX PARK EAST","Bronx","10467","2043360001",,"BX-27","15","334","BX99","40.856665","-73.875798","40.86224","-73.873047",,"New Construction","No","Non Prevailing Wage","0","0","0","0","10","0","2","5","3","0","0","0","0","0","10","0","10","33"
"67510","ROSE CASTLE","2020-10-26T00:00:00.000",,"996638","33","LITTLE NASSAU STREET","Brooklyn","11205","3018840040",,"BK-03","33","1237","BK75","40.697914","-73.95953","40.69809","-73.959555",,"New Construction","No","Non Prevailing Wage","0","0","13","13","49","0","17","20","38","0","0","0","0","0","75","0","75","86"
"70502","23-61 31ST STREET APARTMENTS","2020-10-26T00:00:00.000",,"417923","23-61","31 STREET","Queens","11105","4008350014",,"QN-01","22","115","QN72","40.772956","-73.914563","40.77287","-73.914228",,"New Construction","No","Non Prevailing Wage","0","0","0","0","3","0","0","3","0","0","0","0","0","0","3","0","3","10"
"66212","BRKG GND. 90 SANDS STREET","2020-10-22T00:00:00.000",,"996261","90","SANDS STREET","Brooklyn","11201","3000870009",,"BK-02","33","13","BK38","40.70007","-73.987219","40.69958","-73.987158",,"New Construction","No","Non Prevailing Wage","314","9","18","149","0","1","403","87","1","0","0","0","0","0","491","0","491","491"
"68497","HELP. 1210 SIMPSON STREET. HOME SIMPSON","2020-10-22T00:00:00.000",,"993152","1210","SIMPSON STREET","Bronx","10459","2029750001",,"BX-03","17","125","BX35","40.828963","-73.892887","40.82886","-73.892612",,"New Construction","No","Non Prevailing Wage","44","0","27","0","0","1","45","11","15","1","0","0","0","0","72","0","72","72"
"70540","VITAL BROOKLYN HERKIMER","2020-10-22T00:00:00.000",,"311547","491","HERKIMER STREET","Brooklyn","11213","3016990062",,"BK-03","36","271","BK61","40.678965","-73.937026","40.67918","-73.937076",,"New Construction","No","Non Prevailing Wage","57","35","28","0","0","1","68","52","1","0","0","0","0","0","121","0","121","121"
"70023","ALBANY KINGSTON HDFC","2020-10-21T00:00:00.000",,"183185","1","ALBANY AVENUE","Brooklyn","11216","3018590016","3053689","BK-03","36","273","BK35","40.680701","-73.938485","40.68077","-73.93825","2020-10-21T00:00:00.000","Preservation","Yes","Non Prevailing Wage","0","0","2","0","0","0","0","0","0","2","0","0","0","0","2","0","2","2"
"70023","ALBANY KINGSTON HDFC","2020-10-21T00:00:00.000",,"183360","15","ALBANY AVENUE","Brooklyn","11216","3018590006","3053686","BK-03","36","273","BK35","40.680374","-73.93842","40.68029","-73.938139","2020-10-21T00:00:00.000","Preservation","Yes","Non Prevailing Wage","25","6","5","0","0","0","6","14","16","0","0","0","0","0","36","0","36","36"
"70023","ALBANY KINGSTON HDFC","2020-10-21T00:00:00.000",,"183582","20","ALBANY AVENUE","Brooklyn","11216","3018580024","3323673","BK-03","36","273","BK35","40.680251","-73.938427","40.68045","-73.938759","2020-10-21T00:00:00.000","Preservation","Yes","Non Prevailing Wage","4","2","2","0","0","0","0","0","0","8","0","0","0","0","8","0","8","8"
"70023","ALBANY KINGSTON HDFC","2020-10-21T00:00:00.000",,"183651","3","ALBANY AVENUE","Brooklyn","11216","3018590015","3053688","BK-03","36","273","BK35","40.680654","-73.938474","40.68072","-73.938239","2020-10-21T00:00:00.000","Preservation","Yes","Non Prevailing Wage","1","0","1","0","0","0","0","0","0","2","0","0","0","0","2","0","2","2"
"70023","ALBANY KINGSTON HDFC","2020-10-21T00:00:00.000",,"183737","7","ALBANY AVENUE","Brooklyn","11216","3018590010","3053687","BK-03","36","273","BK35","40.680561","-73.938452","40.68053","-73.938207","2020-10-21T00:00:00.000","Preservation","Yes","Non Prevailing Wage","19","2","2","0","0","1","0","2","22","0","0","0","0","0","24","0","24","24"
"70023","ALBANY KINGSTON HDFC","2020-10-21T00:00:00.000",,"231918","305","DECATUR STREET","Brooklyn","11233","3016760001","3047131","BK-03","36","297","BK61","40.681707","-73.93124","40.68189","-73.931539","2020-10-21T00:00:00.000","Preservation","Yes","Non Prevailing Wage","21","6","5","0","0","0","0","11","17","4","0","0","0","0","32","0","32","32"
"70023","ALBANY KINGSTON HDFC","2020-10-21T00:00:00.000",,"311471","365","HERKIMER STREET","Brooklyn","11213","3018640073","3053877","BK-03","36","271","BK61","40.679171","-73.940862","40.67939","-73.941096",,"Preservation","Yes","Non Prevailing Wage","10","0","1","0","0","0","0","6","3","2","0","0","0","0","11","0","11","11"
"70023","ALBANY KINGSTON HDFC","2020-10-21T00:00:00.000",,"320852","12","KINGSTON AVENUE","Brooklyn","11213","3018630044","3053821","BK-03","36","271","BK61","40.679533","-73.941255","40.67942","-73.94142","2020-10-21T00:00:00.000","Preservation","Yes","Non Prevailing Wage","7","3","1","0","0","0","0","3","6","2","0","0","0","0","11","0","11","11"
"70023","ALBANY KINGSTON HDFC","2020-10-21T00:00:00.000",,"320965","37","KINGSTON AVENUE","Brooklyn","11213","3018710005","3054031","BK-03","36","271","BK61","40.678583","-73.941317","40.67859","-73.940949","2020-10-21T00:00:00.000","Preservation","Yes","Non Prevailing Wage","4","2","3","0","0","0","3","0","6","0","0","0","0","0","9","0","9","9"
"70023","ALBANY KINGSTON HDFC","2020-10-21T00:00:00.000",,"320978","39","KINGSTON AVENUE","Brooklyn","11213","3018710003","3054030","BK-03","36","271","BK61","40.678529","-73.94132","40.67853","-73.941057","2020-10-21T00:00:00.000","Preservation","Yes","Non Prevailing Wage","6","1","1","0","0","1","3","0","6","0","0","0","0","0","9","0","9","9"
"70023","ALBANY KINGSTON HDFC","2020-10-21T00:00:00.000",,"334470","24","MAC DONOUGH STREET","Brooklyn","11216","3018540012","3053454","BK-03","36","269","BK75","40.680831","-73.945234","40.68061","-73.945173","2020-10-21T00:00:00.000","Preservation","Yes","Non Prevailing Wage","6","4","2","0","0","0","3","6","2","1","0","0","0","0","12","0","12","12"
"70023","ALBANY KINGSTON HDFC","2020-10-21T00:00:00.000",,"334504","30","MAC DONOUGH STREET","Brooklyn","11216","3018540014","3053455","BK-03","36","269","BK75","40.680852","-73.945064","40.68062","-73.94501","2020-10-21T00:00:00.000","Preservation","Yes","Non Prevailing Wage","9","6","1","0","0","0","5","6","3","2","0","0","0","0","16","0","16","16"
"70023","ALBANY KINGSTON HDFC","2020-10-21T00:00:00.000",,"334524","32","MAC DONOUGH STREET","Brooklyn","11216","3018540016","3053456","BK-03","36","269","BK75","40.680858","-73.945007","40.68065","-73.944852","2020-10-21T00:00:00.000","Preservation","Yes","Non Prevailing Wage","13","0","2","0","0","1","4","8","3","1","0","0","0","0","16","0","16","16"
"70023","ALBANY KINGSTON HDFC","2020-10-21T00:00:00.000",,"334575","40","MAC DONOUGH STREET","Brooklyn","11216","3018540019","3053458","BK-03","36","269","BK75","40.680885","-73.944779","40.68063","-73.94461","2020-10-21T00:00:00.000","Preservation","Yes","Non Prevailing Wage","12","2","2","0","0","0","0","0","16","0","0","0","0","0","16","0","16","16"
"70023","ALBANY KINGSTON HDFC","2020-10-21T00:00:00.000",,"807555","12","ALBANY AVENUE","Brooklyn","11216","3018580024","3323669","BK-03","36","273","BK35","40.680451","-73.938452","40.68045","-73.938759","2020-10-21T00:00:00.000","Preservation","Yes","Non Prevailing Wage","8","2","0","0","0","0","0","4","0","6","0","0","0","0","10","0","10","10"
"70023","ALBANY KINGSTON HDFC","2020-10-21T00:00:00.000",,"807559","6","ALBANY AVENUE","Brooklyn","11216","3018580024","3323663","BK-03","36","273","BK35","40.680599","-73.938481","40.68045","-73.938759","2020-10-21T00:00:00.000","Preservation","Yes","Non Prevailing Wage","5","2","3","0","0","0","0","4","0","6","0","0","0","0","10","0","10","10"
"70543","SEAVIEW TOWERS","2020-10-21T00:00:00.000",,"811238","331","BEACH 31 STREET","Queens","11691","4159450001","4454110","QN-14","31","992","QN12","40.596413","-73.763964","40.59677","-73.764805",,"Preservation","No","Non Prevailing Wage","0","0","403","0","57","2","38","190","156","76","0","0","0","2","462","0","462","462"
"70379","CONFIDENTIAL","2020-10-20T00:00:00.000","2020-10-20T00:00:00.000",,"----","----","Queens",,,,"QN-04","25",,,,,,,"2020-10-20T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1"
"70393","CONFIDENTIAL","2020-10-20T00:00:00.000","2020-10-20T00:00:00.000",,"----","----","Staten Island",,,,"SI-03","51",,,,,,,"2020-10-20T00:00:00.000","New Construction","No","Prevailing Wage","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1"
"70398","CONFIDENTIAL","2020-10-20T00:00:00.000","2020-10-20T00:00:00.000",,"----","----","Queens",,,,"QN-09","30",,,,,,,"2020-10-20T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1"
"70400","CONFIDENTIAL","2020-10-20T00:00:00.000","2020-10-20T00:00:00.000",,"----","----","Queens",,,,"QN-07","20",,,,,,,"2020-10-20T00:00:00.000","New Construction","No","Non Prevailing Wage","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1"
"68496","FAIRSTEAD. 117 W 79 ST","2020-10-16T00:00:00.000",,"35687","117","WEST 79 STREET","Manhattan","10024","1012100026","1031763","MN-07","6","165","MN12","40.782276","-73.976229","40.78244","-73.975933",,"Preservation","No","Prevailing Wage","77","0","0","0","0","1","78","0","0","0","0","0","0","0","78","0","78","78"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"3933","2111","FREDERICK DOUGLASS BOULEVARD","Manhattan","10026","1018480012","1055833","MN-10","9","20102","MN11","40.803216","-73.956262","40.80334","-73.956558",,"Preservation","No","Non Prevailing Wage","8","0","1","4","0","0","0","0","13","0","0","0","0","0","13","0","13","13"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"3935","2113","FREDERICK DOUGLASS BOULEVARD","Manhattan","10026","1018480013","1055834","MN-10","9","20102","MN11","40.80327","-73.956222","40.8034","-73.956511",,"Preservation","No","Non Prevailing Wage","4","0","3","2","0","0","0","1","5","3","0","0","0","0","9","0","9","9"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"3937","2115","FREDERICK DOUGLASS BOULEVARD","Manhattan","10026","1018480014","1055835","MN-10","9","20102","MN11","40.803325","-73.956182","40.80346","-73.956467",,"Preservation","No","Non Prevailing Wage","5","1","1","2","0","0","0","1","5","3","0","0","0","0","9","0","9","9"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"3939","2117","FREDERICK DOUGLASS BOULEVARD","Manhattan","10026","1018480015","1055836","MN-10","9","20102","MN11","40.80338","-73.956142","40.80352","-73.956424",,"Preservation","No","Non Prevailing Wage","7","1","0","1","0","0","0","1","6","2","0","0","0","0","9","0","9","9"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"3943","2121","FREDERICK DOUGLASS BOULEVARD","Manhattan","10026","1018480017","1055838","MN-10","9","20102","MN11","40.80349","-73.956059","40.80364","-73.956337",,"Preservation","No","Non Prevailing Wage","4","2","0","3","0","0","0","0","6","3","0","0","0","0","9","0","9","9"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"3945","2123","FREDERICK DOUGLASS BOULEVARD","Manhattan","10026","1018480018","1055839","MN-10","9","20102","MN11","40.803545","-73.95602","40.80371","-73.95629",,"Preservation","No","Non Prevailing Wage","5","0","1","3","0","0","0","0","6","3","0","0","0","0","9","0","9","9"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"6085","955","AMSTERDAM AVENUE","Manhattan","10025","1018610061","1055978","MN-07","7","193","MN09","40.800979","-73.9653","40.80088","-73.964982",,"Preservation","No","Non Prevailing Wage","0","0","9","4","0","0","0","9","3","1","0","0","0","0","13","0","13","13"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"6088","963","AMSTERDAM AVENUE","Manhattan","10025","1018620002","1055984","MN-07","7","193","MN09","40.801251","-73.965101","40.80114","-73.964791",,"Preservation","No","Non Prevailing Wage","7","2","3","1","0","0","0","13","0","0","0","0","0","0","13","0","13","13"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"9824","924","COLUMBUS AVENUE","Manhattan","10025","1018600031","1055937","MN-07","7","189","MN12","40.798785","-73.963207","40.79889","-73.96347",,"Preservation","No","Non Prevailing Wage","4","0","2","2","0","0","0","8","0","0","0","0","0","0","8","0","8","8"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"9826","926","COLUMBUS AVENUE","Manhattan","10025","1018600032","1055938","MN-07","7","189","MN12","40.798846","-73.963163","40.79895","-73.963423",,"Preservation","No","Non Prevailing Wage","2","0","1","4","0","0","0","7","0","0","0","0","0","0","7","0","7","8"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"9828","928","COLUMBUS AVENUE","Manhattan","10025","1018600033","1055939","MN-07","7","189","MN12","40.798903","-73.96312","40.79902","-73.963376",,"Preservation","No","Non Prevailing Wage","0","0","4","4","0","0","0","8","0","0","0","0","0","0","8","0","8","8"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"25230","344","MANHATTAN AVENUE","Manhattan","10026","1018480004","1055825","MN-10","9","20102","MN11","40.804001","-73.957565","40.80389","-73.957298",,"Preservation","No","Non Prevailing Wage","6","1","0","3","0","0","0","3","5","2","0","0","0","0","10","0","10","10"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37663","170","WEST 107 STREET","Manhattan","10025","1018610059","1055976","MN-07","7","193","MN09","40.800685","-73.964228","40.80067","-73.964766",,"Preservation","No","Non Prevailing Wage","1","2","6","6","0","0","0","14","1","0","0","0","0","0","15","0","15","15"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37665","172","WEST 107 STREET","Manhattan","10025","1018610060","1055977","MN-07","7","193","MN09","40.800704","-73.964267","40.80071","-73.964845",,"Preservation","No","Non Prevailing Wage","4","1","2","6","0","0","0","12","1","0","0","0","0","0","13","0","13","15"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37772","118","WEST 109 STREET","Manhattan","10025","1018630045","1056013","MN-07","7","193","MN09","40.801499","-73.962255","40.80146","-73.962743",,"Preservation","No","Non Prevailing Wage","4","0","1","3","0","0","0","2","6","0","0","0","0","0","8","0","8","15"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37773","120","WEST 109 STREET","Manhattan","10025","1018630046","1056014","MN-07","7","193","MN09","40.801516","-73.962295","40.8015","-73.962822",,"Preservation","No","Non Prevailing Wage","5","1","3","4","0","0","0","3","9","1","0","0","0","0","13","0","13","15"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37779","136","WEST 109 STREET","Manhattan","10025","1018630054","1056022","MN-07","7","193","MN09","40.801653","-73.96262","40.80176","-73.963454",,"Preservation","No","Non Prevailing Wage","3","0","0","3","0","0","0","0","0","6","0","0","0","0","6","0","6","10"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37780","138","WEST 109 STREET","Manhattan","10025","1018630055","1056023","MN-07","7","193","MN09","40.801673","-73.962663","40.80179","-73.963534",,"Preservation","No","Non Prevailing Wage","2","1","0","5","0","0","0","0","0","8","0","0","0","0","8","0","8","10"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37781","140","WEST 109 STREET","Manhattan","10025","1018630056","1056024","MN-07","7","193","MN09","40.801689","-73.962703","40.80183","-73.963613",,"Preservation","No","Non Prevailing Wage","6","0","1","1","0","0","1","0","1","6","0","0","0","0","8","0","8","12"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37787","202","WEST 109 STREET","Manhattan","10025","1018800037","1056683","MN-07","7","195","MN09","40.802527","-73.964693","40.8024","-73.964974",,"Preservation","No","Non Prevailing Wage","11","0","1","6","0","1","0","1","12","4","2","0","0","0","19","0","19","26"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37788","203","WEST 109 STREET","Manhattan","10025","1018810028","1056711","MN-07","7","195","MN09","40.802716","-73.965093","40.80277","-73.964685",,"Preservation","No","Non Prevailing Wage","1","0","2","8","0","0","0","2","8","0","1","0","0","0","11","0","11","16"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37789","205","WEST 109 STREET","Manhattan","10025","1018810027","1056710","MN-07","7","195","MN09","40.80273","-73.965126","40.8028","-73.964768",,"Preservation","No","Non Prevailing Wage","5","0","0","4","0","0","0","1","6","2","0","0","0","0","9","0","9","16"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37790","206","WEST 109 STREET","Manhattan","10025","1018800039","1056684","MN-07","7","195","MN09","40.802716","-73.965137","40.80246","-73.965101",,"Preservation","No","Non Prevailing Wage","4","0","1","3","0","0","0","1","3","2","2","0","0","0","8","0","8","25"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37791","207","WEST 109 STREET","Manhattan","10025","1018810026","1056709","MN-07","7","195","MN09","40.802744","-73.965158","40.80284","-73.964848",,"Preservation","No","Non Prevailing Wage","3","1","2","2","0","0","0","1","5","2","0","0","0","0","8","0","8","16"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37792","209","WEST 109 STREET","Manhattan","10025","1018810025","1056708","MN-07","7","195","MN09","40.802757","-73.965191","40.80287","-73.964931",,"Preservation","No","Non Prevailing Wage","1","0","1","6","0","1","0","1","7","1","0","0","0","0","9","0","9","16"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37794","211","WEST 109 STREET","Manhattan","10025","1018810024","1056707","MN-07","7","195","MN09","40.802771","-73.965227","40.80291","-73.965028",,"Preservation","No","Non Prevailing Wage","6","0","2","1","0","0","0","0","8","1","0","0","0","0","9","0","9","25"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37795","212","WEST 109 STREET","Manhattan","10025","1018800042","1056686","MN-07","7","195","MN09","40.802757","-73.965238","40.80256","-73.965357",,"Preservation","No","Non Prevailing Wage","10","0","0","1","0","0","0","0","3","7","1","0","0","0","11","0","11","20"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37796","214","WEST 109 STREET","Manhattan","10025","1018800044","1056687","MN-07","7","195","MN09","40.802774","-73.965274","40.80262","-73.96548",,"Preservation","No","Non Prevailing Wage","4","0","0","5","0","0","0","0","6","2","1","0","0","0","9","0","9","20"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37799","225","WEST 109 STREET","Manhattan","10025","1018810019","1056704","MN-07","7","195","MN09","40.80287","-73.965458","40.80304","-73.965343",,"Preservation","No","Non Prevailing Wage","2","2","3","4","0","0","0","0","4","1","6","0","0","0","11","0","11","25"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37801","233","WEST 109 STREET","Manhattan","10025","1018810015","1056702","MN-07","7","195","MN09","40.802928","-73.965592","40.80318","-73.965668",,"Preservation","No","Non Prevailing Wage","6","2","0","6","0","0","0","0","5","3","5","1","0","0","14","0","14","25"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37803","241","WEST 109 STREET","Manhattan","10025","1018810012","1056700","MN-07","7","195","MN09","40.802983","-73.965725","40.8033","-73.965942",,"Preservation","No","Non Prevailing Wage","6","1","1","6","0","0","0","2","12","0","0","0","0","0","14","0","14","16"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37805","243","WEST 109 STREET","Manhattan","10025","1018810011","1056699","MN-07","7","195","MN09","40.802999","-73.965762","40.80333","-73.966021",,"Preservation","No","Non Prevailing Wage","3","0","1","6","0","0","0","3","7","0","0","0","0","0","10","0","10","16"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37807","245","WEST 109 STREET","Manhattan","10025","1018810010","1056698","MN-07","7","195","MN09","40.803013","-73.965794","40.80337","-73.966101",,"Preservation","No","Non Prevailing Wage","4","0","0","4","0","0","0","3","4","1","0","0","0","0","8","0","8","15"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37809","247","WEST 109 STREET","Manhattan","10025","1018810009","1056697","MN-07","7","195","MN09","40.803027","-73.965827","40.8034","-73.96618",,"Preservation","No","Non Prevailing Wage","4","0","0","6","0","0","0","3","6","1","0","0","0","0","10","0","10","15"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37810","249","WEST 109 STREET","Manhattan","10025","1018810008","1056696","MN-07","7","195","MN09","40.80304","-73.965859","40.80343","-73.96626",,"Preservation","No","Non Prevailing Wage","3","0","0","10","0","0","3","2","8","0","0","0","0","0","13","0","13","17"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"37811","251","WEST 109 STREET","Manhattan","10025","1018810007","1056695","MN-07","7","195","MN09","40.803054","-73.965895","40.80346","-73.966339",,"Preservation","No","Non Prevailing Wage","3","0","1","5","0","0","2","1","6","0","0","0","0","0","9","0","9","16"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"38162","303","WEST 114 STREET","Manhattan","10026","1018480011","1055832","MN-10","9","20102","MN11","40.803235","-73.956576","40.80351","-73.956684",,"Preservation","No","Non Prevailing Wage","5","0","1","4","0","0","1","5","0","4","0","0","0","0","10","0","10","10"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"38164","305","WEST 114 STREET","Manhattan","10026","1018480010","1055831","MN-10","9","20102","MN11","40.803251","-73.956619","40.80354","-73.956764",,"Preservation","No","Non Prevailing Wage","10","0","2","3","0","0","0","10","4","1","0","0","0","0","15","0","15","15"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"38166","307","WEST 114 STREET","Manhattan","10026","1018480009","1055830","MN-10","9","20102","MN11","40.803271","-73.956663","40.80358","-73.956847",,"Preservation","No","Non Prevailing Wage","7","0","2","6","0","0","0","8","3","4","0","0","0","0","15","0","15","15"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"38168","309","WEST 114 STREET","Manhattan","10026","1018480008","1055829","MN-10","9","20102","MN11","40.803287","-73.956702","40.80361","-73.956933",,"Preservation","No","Non Prevailing Wage","7","1","4","3","0","0","0","11","4","0","0","0","0","0","15","0","15","15"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"38170","311","WEST 114 STREET","Manhattan","10026","1018480007","1055828","MN-10","9","20102","MN11","40.803306","-73.956746","40.80365","-73.95702",,"Preservation","No","Non Prevailing Wage","9","1","2","3","0","0","0","11","2","2","0","0","0","0","15","0","15","15"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"38173","315","WEST 114 STREET","Manhattan","10026","1018480005","1055826","MN-10","9","20102","MN11","40.803342","-73.956832","40.80372","-73.957182",,"Preservation","No","Non Prevailing Wage","4","0","3","3","0","0","0","6","2","2","0","0","0","0","10","0","10","10"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"38228","213","WEST 115 STREET","Manhattan","10026","1018310121","1055252","MN-10","9","218","MN11","40.802863","-73.953781","40.80317","-73.953928",,"Preservation","No","Non Prevailing Wage","3","2","0","1","0","0","1","0","1","4","0","0","0","0","6","0","6","6"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"38232","221","WEST 115 STREET","Manhattan","10026","1018310018","1055231","MN-10","9","218","MN11","40.803001","-73.954098","40.80328","-73.954178",,"Preservation","No","Non Prevailing Wage","2","0","1","2","0","0","0","0","3","1","0","1","0","0","5","0","5","5"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"38236","229","WEST 115 STREET","Manhattan","10026","1018310014","1055229","MN-10","9","218","MN11","40.803207","-73.954582","40.8034","-73.954463",,"Preservation","No","Non Prevailing Wage","1","2","2","15","0","0","0","2","4","7","7","0","0","0","20","0","20","20"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"38237","233","WEST 115 STREET","Manhattan","10026","1018310013","1055228","MN-10","9","218","MN11","40.803259","-73.954701","40.80345","-73.954582",,"Preservation","No","Non Prevailing Wage","5","0","1","6","0","1","0","6","2","3","2","0","0","0","13","0","13","13"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"38240","241","WEST 115 STREET","Manhattan","10026","1018310009","1055225","MN-10","9","218","MN11","40.80338","-73.954987","40.80358","-73.954896",,"Preservation","No","Non Prevailing Wage","3","1","0","6","0","0","0","2","6","2","0","0","0","0","10","0","10","10"
"69490","HP MORNINGSIDE HEIGHTS PORTFOLIO HDFC.YR15.FY21","2020-10-16T00:00:00.000",,"38241","243","WEST 115 STREET","Manhattan","10026","1018310008","1055224","MN-10","9","218","MN11","40.803413","-73.955062","40.80361","-73.954972",,"Preservation","No","Non Prevailing Wage","1","1","0","8","0","0","0","0","4","4","2","0","0","0","10","0","10","10"
