,building_id,borough,street_name,house_number,project_id,latitude,longitude
1320,185651.0,Brooklyn,ATLANTIC AVENUE,1371,66670,40.678209,-73.944908
1321,205471.0,Brooklyn,BEDFORD AVENUE,1055,66670,40.687754,-73.954773
1322,205561.0,Brooklyn,BEDFORD AVENUE,1204,66670,40.682959,-73.953842
1323,211821.0,Brooklyn,BREVOORT PLACE,31,66670,40.68011,-73.954136
1324,213537.0,Brooklyn,BRISTOL STREET,544,66670,40.657414,-73.909543
1325,219550.0,Brooklyn,CHESTER STREET,518,66670,40.658734,-73.908921
1326,219614.0,Brooklyn,CHESTER STREET,618,66670,40.656455,-73.908337
1327,222695.0,Brooklyn,CLIFTON PLACE,41,66670,40.687878,-73.962273
1328,222894.0,Brooklyn,CLINTON AVENUE,501,66670,40.683142,-73.966811
1329,232324.0,Brooklyn,DECATUR STREET,68,66670,40.68056,-73.941063
1330,232346.0,Brooklyn,DECATUR STREET,7,66670,40.68039,-73.942721
1331,297291.0,Brooklyn,FULTON STREET,1160,66670,40.680906,-73.954658
1332,297646.0,Brooklyn,FULTON STREET,1925,66670,40.67876,-73.919439
1333,299448.0,Brooklyn,GATES AVENUE,486,66670,40.686664,-73.946632
1334,299516.0,Brooklyn,GATES AVENUE,593,66670,40.687085,-73.943126
1335,304053.0,Brooklyn,GREENE AVENUE,250,66670,40.687252,-73.961061
1336,304300.0,Brooklyn,GREENE AVENUE,585,66670,40.688947,-73.94633
1337,304315.0,Brooklyn,GREENE AVENUE,609,66670,40.689196,-73.944325
1338,304358.0,Brooklyn,GREENE AVENUE,651,66670,40.689347,-73.94302
1339,304362.0,Brooklyn,GREENE AVENUE,655A,66670,40.68936,-73.942897
1340,304382.0,Brooklyn,GREENE AVENUE,676,66670,40.689508,-73.941466
1341,304407.0,Brooklyn,GREENE AVENUE,697,66670,40.689609,-73.940741
1342,305434.0,Brooklyn,HALSEY STREET,103,66670,40.681897,-73.949123
1343,305679.0,Brooklyn,HALSEY STREET,157,66670,40.682092,-73.94745
1344,305684.0,Brooklyn,HALSEY STREET,161,66670,40.682105,-73.947324
1345,305733.0,Brooklyn,HALSEY STREET,221,66670,40.682428,-73.944501
1346,305955.0,Brooklyn,HALSEY STREET,46,66670,40.681555,-73.951936
1347,311117.0,Brooklyn,HERKIMER STREET,105,66670,40.67968,-73.950264
1348,311881.0,Brooklyn,HERZL STREET,441,66670,40.659127,-73.912893
1349,313888.0,Brooklyn,THOMAS S BOYLAND STREET,769,66670,40.661607,-73.911581
1350,313945.0,Brooklyn,THOMAS S BOYLAND STREET,865,66670,40.659334,-73.911
1351,316728.0,Brooklyn,JEFFERSON AVENUE,116,66670,40.68298,-73.952605
1352,316843.0,Brooklyn,JEFFERSON AVENUE,133,66670,40.683057,-73.952064
1353,316920.0,Brooklyn,JEFFERSON AVENUE,143,66670,40.68309,-73.951794
1354,316922.0,Brooklyn,JEFFERSON AVENUE,145,66670,40.683095,-73.95174
1355,316984.0,Brooklyn,JEFFERSON AVENUE,161,66670,40.683147,-73.951304
1356,317155.0,Brooklyn,JEFFERSON AVENUE,346,66670,40.684014,-73.943612
1357,317236.0,Brooklyn,JEFFERSON AVENUE,431,66670,40.684396,-73.940439
1358,319272.0,Brooklyn,KENT AVENUE,942,66670,40.692002,-73.958877
1359,323979.0,Brooklyn,LEGION STREET,397,66670,40.659,-73.915819
1360,325079.0,Brooklyn,LEXINGTON AVENUE,444,66670,40.688548,-73.943295
1361,329756.0,Brooklyn,MACON STREET,118,66670,40.681503,-73.945897
1362,329819.0,Brooklyn,MACON STREET,224,66670,40.68196,-73.941919
1363,330393.0,Brooklyn,MACON STREET,98,66670,40.681378,-73.946989
1364,330794.0,Brooklyn,MADISON STREET,223,66670,40.684829,-73.949698
1365,332676.0,Brooklyn,MARCY AVENUE,732,66670,40.688943,-73.947935
1366,332710.0,Brooklyn,MARCY AVENUE,817,66670,40.685624,-73.947256
1367,334948.0,Brooklyn,MAC DONOUGH STREET,9,66670,40.680801,-73.945641
1368,344459.0,Brooklyn,NEWPORT STREET,140,66670,40.659166,-73.910189
1369,344472.0,Brooklyn,NEWPORT STREET,167,66670,40.659368,-73.908928
1370,346832.0,Brooklyn,NOSTRAND AVENUE,456,66670,40.683432,-73.950196
1371,346836.0,Brooklyn,NOSTRAND AVENUE,464,66670,40.683045,-73.950121
1372,346837.0,Brooklyn,NOSTRAND AVENUE,466,66670,40.682987,-73.95011
1373,357167.0,Brooklyn,PROSPECT PLACE,469,66670,40.676012,-73.960945
1374,357698.0,Brooklyn,PUTNAM AVENUE,111,66670,40.683204,-73.957292
1375,357754.0,Brooklyn,PUTNAM AVENUE,121,66670,40.683235,-73.957029
1376,362369.0,Brooklyn,RIVERDALE AVENUE,73,66670,40.660209,-73.913994
1377,362766.0,Brooklyn,ROCKAWAY AVENUE,894,66670,40.657627,-73.907665
1378,362769.0,Brooklyn,ROCKAWAY AVENUE,898,66670,40.657564,-73.907651
1379,362780.0,Brooklyn,ROCKAWAY AVENUE,910,66670,40.657374,-73.9076
1380,366608.0,Brooklyn,SARATOGA AVENUE,816,66670,40.660715,-73.915269
1381,373163.0,Brooklyn,SPENCER STREET,234,66670,40.691512,-73.954575
1382,377223.0,Brooklyn,STEUBEN STREET,104,66670,40.694435,-73.963282
1383,377994.0,Brooklyn,MOTHER GASTON BOULEVARD,891,66670,40.656446,-73.903457
1384,377997.0,Brooklyn,MOTHER GASTON BOULEVARD,895,66670,40.656386,-73.903443
1385,378228.0,Brooklyn,STRAUSS STREET,2245,66670,40.659026,-73.913823
1386,381565.0,Brooklyn,TOMPKINS AVENUE,231,66670,40.691126,-73.945449
1387,381568.0,Brooklyn,TOMPKINS AVENUE,235,66670,40.690997,-73.945424
1388,381572.0,Brooklyn,TOMPKINS AVENUE,249,66670,40.690289,-73.94528
1389,381602.0,Brooklyn,TOMPKINS AVENUE,301,66670,40.687736,-73.944777
1390,381608.0,Brooklyn,TOMPKINS AVENUE,307,66670,40.687475,-73.944723
1391,381637.0,Brooklyn,TOMPKINS AVENUE,351,66670,40.685771,-73.944382
1392,381698.0,Brooklyn,TOMPKINS AVENUE,445,66670,40.682194,-73.943671
1393,381700.0,Brooklyn,TOMPKINS AVENUE,447,66670,40.682142,-73.943661
1394,389104.0,Brooklyn,WATKINS STREET,670,66670,40.65581,-73.904323
1395,389105.0,Brooklyn,WATKINS STREET,671,66670,40.655813,-73.904301
1396,807962.0,Brooklyn,CLINTON AVENUE,155,66670,40.6936,-73.968897
1397,64494.0,Bronx,EAST 162 STREET,300,67459,40.826156,-73.916833
1398,64496.0,Bronx,EAST 162 STREET,304,67459,40.826123,-73.916735
1399,989049.0,Bronx,JEROME AVENUE,1769,67523,40.848423,-73.911846
1400,9438.0,Manhattan,RUTGERS SLIP,82,67636,40.710591,-73.989864
1401,315298.0,Brooklyn,HURON STREET,128,68657,40.732865,-73.95642
1402,936381.0,Brooklyn,BOERUM STREET,123,68658,40.705813,-73.943933
1403,976602.0,Brooklyn,BOERUM STREET,125,68658,40.705818,-73.943864
1404,976603.0,Brooklyn,BOERUM STREET,127,68658,40.705827,-73.943792
1405,,Brooklyn,----,----,68711,,
1406,985431.0,Queens,108 STREET,61-11,63777,,
1407,985432.0,Queens,COLONIAL AVENUE,110-41,63777,40.737484,-73.848534
1408,985433.0,Queens,62 DRIVE,108-75,63777,40.736236,-73.849168
1409,989040.0,Bronx,MAPES AVENUE,2126-28,67154,40.847537,-73.884742
1410,108415.0,Bronx,SEDGWICK AVENUE,1520,67805,40.846785,-73.924929
1411,,Staten Island,----,----,68698,,
1412,,Staten Island,----,----,68700,,
1413,,Brooklyn,----,----,68709,,
1414,981992.0,Bronx,ST ANNS AVENUE,345,61678,40.809498,-73.915766
1415,989031.0,Queens,27 AVENUE,24-Mar,68211,,
1416,100145.0,Bronx,OGDEN AVENUE,1131,68347,40.836286,-73.927496
1417,979390.0,Bronx,NELSON AVENUE,1176,68649,40.837111,-73.925764
1418,990642.0,Brooklyn,MAC DONOUGH STREET,669,68650,40.683824,-73.919314
1419,,Staten Island,----,----,68694,,
1420,,Queens,----,----,68703,,
1421,,Staten Island,----,----,68718,,
1422,971035.0,Brooklyn,FULTON STREET,1019,54577,40.682297,-73.961194
1423,988893.0,Bronx,EAST 142 STREET,445,65320,40.811114,-73.919734
1424,307978.0,Brooklyn,HARMAN STREET,251,67458,40.698994,-73.919776
1425,327776.0,Brooklyn,LINDEN STREET,73,67458,40.691903,-73.920888
1426,72098.0,Bronx,EAST 233 STREET,855,59104,40.89194,-73.852775
1427,,Bronx,----,----,60824,,
1428,185041.0,Brooklyn,DUMONT AVENUE,948,66565,40.667917,-73.883474
1429,207556.0,Brooklyn,BELMONT AVENUE,781,66565,40.672808,-73.880855
1430,234960.0,Brooklyn,DUMONT AVENUE,950,66565,40.667925,-73.883416
1431,234962.0,Brooklyn,DUMONT AVENUE,954,66565,40.667942,-73.883301
1432,234964.0,Brooklyn,DUMONT AVENUE,956,66565,40.66795,-73.883243
1433,234966.0,Brooklyn,DUMONT AVENUE,960,66565,40.667966,-73.883131
1434,234969.0,Brooklyn,DUMONT AVENUE,964,66565,40.667983,-73.883016
1435,47435.0,Bronx,BARNES AVENUE,1857,68641,40.847643,-73.863196
1436,,Staten Island,----,----,68714,,
1437,304938.0,Brooklyn,GROVE STREET,108,61641,40.693401,-73.920554
1438,304940.0,Brooklyn,GROVE STREET,110,61641,40.693442,-73.920514
1439,304943.0,Brooklyn,GROVE STREET,116,61641,40.69356,-73.920399
1440,307953.0,Brooklyn,HARMAN STREET,160,61641,40.697115,-73.921596
1441,307960.0,Brooklyn,HARMAN STREET,173,61641,40.697365,-73.921379
1442,307963.0,Brooklyn,HARMAN STREET,181,61641,40.69756,-73.921187
1443,327778.0,Brooklyn,LINDEN STREET,75,61641,40.691949,-73.920841
1444,377775.0,Brooklyn,STOCKHOLM STREET,93,61641,40.697184,-73.925068
1445,808468.0,Brooklyn,GROVE STREET,120,61641,40.69364,-73.920319
1446,11267.0,Manhattan,EAST 8 STREET,368,67462,40.724319,-73.977549
1447,53351.0,Bronx,BRUNER AVENUE,3475,67483,40.879437,-73.84177
1448,90935.0,Bronx,LACONIA AVENUE,4183,67483,40.889371,-73.846123
1449,853820.0,Bronx,OLINVILLE AVENUE,3210,67483,40.871854,-73.868238
1450,853821.0,Bronx,OLINVILLE AVENUE,3214,67483,40.871904,-73.868237
1451,853825.0,Bronx,OLINVILLE AVENUE,3212,67483,40.871879,-73.868238
1452,854140.0,Bronx,BRUNER AVENUE,3471,67483,40.879399,-73.841749
1453,854141.0,Bronx,BRUNER AVENUE,3473,67483,40.879418,-73.841759
1454,854142.0,Bronx,BRUNER AVENUE,3469,67483,40.87938,-73.841738
1455,857260.0,Bronx,BARNES AVENUE,3612,67483,40.878705,-73.861621
1456,858149.0,Bronx,NEW ENGLAND THRUWAY,2183,67483,40.881839,-73.830413
1457,858150.0,Bronx,NEW ENGLAND THRUWAY,2185,67483,40.881853,-73.830387
1458,858151.0,Bronx,NEW ENGLAND THRUWAY,2187,67483,40.88187,-73.830362
1459,858153.0,Bronx,NEW ENGLAND THRUWAY,2189,67483,40.881886,-73.830337
1460,868637.0,Bronx,EAST 213 STREET,1185,67483,40.875397,-73.851941
1461,868877.0,Bronx,EAST 213 STREET,1183,67483,40.875405,-73.85197
1462,872157.0,Bronx,EAST 214 STREET,1184,67483,40.875981,-73.851448
1463,872218.0,Bronx,REEDS MILL LANE,2182,67483,40.882083,-73.832101
1464,872221.0,Bronx,REEDS MILL LANE,2184,67483,40.882086,-73.832086
1465,872224.0,Bronx,REEDS MILL LANE,2186,67483,40.882116,-73.831992
1466,872225.0,Bronx,REEDS MILL LANE,2188,67483,40.882168,-73.83183
1467,875152.0,Bronx,EAST 214 STREET,1186,67483,40.87597,-73.851408
1468,877025.0,Bronx,EASTCHESTER ROAD,3628,67483,40.88164,-73.848828
1469,877087.0,Bronx,EASTCHESTER ROAD,3632,67483,40.881711,-73.84886
1470,877721.0,Bronx,BRONXWOOD AVENUE,3561,67483,40.877054,-73.859657
1471,878262.0,Bronx,BRONXWOOD AVENUE,3563,67483,40.877081,-73.859643
1472,878332.0,Bronx,EASTCHESTER ROAD,3630,67483,40.881676,-73.848842
1473,881054.0,Bronx,EAST 224 STREET,1149,67483,40.882822,-73.847993
1474,883914.0,Bronx,EAST 224 STREET,1151,67483,40.882805,-73.847953
1475,883942.0,Bronx,EAST 224 STREET,1147,67483,40.882838,-73.848033
1476,887525.0,Bronx,HONE AVENUE,3217,67483,40.87174,-73.857542
1477,887526.0,Bronx,HONE AVENUE,3219,67483,40.871765,-73.857542
1478,887527.0,Bronx,HONE AVENUE,3221,67483,40.871789,-73.857542
1479,887579.0,Bronx,HONE AVENUE,3223,67483,40.871817,-73.857539
1480,887580.0,Bronx,HONE AVENUE,3225,67483,40.871841,-73.857539
1481,887581.0,Bronx,HONE AVENUE,3227,67483,40.871866,-73.857538
1482,927399.0,Bronx,ELY AVENUE,2906,67483,40.869971,-73.835863
1483,927400.0,Bronx,ELY AVENUE,2900,67483,40.869894,-73.835827
1484,947260.0,Bronx,LACONIA AVENUE,4187,67483,40.889442,-73.846083
1485,947762.0,Bronx,ELY AVENUE,2904,67483,40.869946,-73.835849
1486,947763.0,Bronx,ELY AVENUE,2902,67483,40.869919,-73.835838
1487,124960.0,Bronx,WILLIAMSBRIDGE ROAD,2540,67484,40.864009,-73.858571
1488,819431.0,Bronx,DEREIMER AVENUE,4005A,67484,40.890529,-73.84182
1489,819465.0,Bronx,DEREIMER AVENUE,4005,67484,40.890652,-73.841866
1490,819466.0,Bronx,DEREIMER AVENUE,4003,67484,40.890529,-73.84182
1491,819576.0,Bronx,WILLIAMSBRIDGE ROAD,2555,67484,40.864578,-73.858888
1492,821071.0,Bronx,EASTCHESTER ROAD,3438,67484,40.877517,-73.84662
1493,821499.0,Bronx,EASTCHESTER ROAD,3436,67484,40.87749,-73.846606
1494,821541.0,Bronx,EASTCHESTER ROAD,3440,67484,40.877545,-73.846635
1495,822588.0,Bronx,EASTCHESTER ROAD,3444,67484,40.8776,-73.846663
1496,823210.0,Bronx,EAST 222 STREET,740,67484,40.885264,-73.86032
1497,823796.0,Bronx,EASTCHESTER ROAD,3442,67484,40.877572,-73.846649
1498,825592.0,Bronx,MONTICELLO AVENUE,4432,67484,40.901058,-73.842077
1499,825723.0,Bronx,MONTICELLO AVENUE,4436,67484,40.901121,-73.842106
1500,829483.0,Bronx,PAULDING AVENUE,3647,67484,40.877974,-73.85622
1501,830426.0,Bronx,EAST 222 STREET,742,67484,40.885253,-73.86028
1502,830448.0,Bronx,PAULDING AVENUE,3645,67484,40.877952,-73.856231
1503,834934.0,Bronx,OLINVILLE AVENUE,3055,67484,40.870781,-73.868258
1504,834939.0,Bronx,OLINVILLE AVENUE,3059,67484,40.87083,-73.868258
1505,834941.0,Bronx,OLINVILLE AVENUE,3051,67484,40.870729,-73.868258
1506,838846.0,Bronx,EAST 224 STREET,1010,67484,40.884207,-73.851794
1507,838847.0,Bronx,EAST 224 STREET,1012,67484,40.884194,-73.851755
1508,840577.0,Bronx,DE REIMER AVENUE,4001,67484,40.890405,-73.841773
1509,840660.0,Bronx,KNAPP STREET,1451,67484,40.869958,-73.844273
1510,840897.0,Bronx,WILLIAMSBRIDGE ROAD,2536,67484,40.863968,-73.858546
1511,841033.0,Bronx,EAST 222 STREET,1122,67484,40.881831,-73.84976
1512,841066.0,Bronx,KNAPP STREET,1455,67484,40.86998,-73.844197
1513,841071.0,Bronx,MURDOCK AVENUE,3920,67484,40.889301,-73.839425
1514,842015.0,Bronx,CRUGER AVENUE,3215,67484,40.871827,-73.866155
1515,843287.0,Bronx,WILLIAMSBRIDGE ROAD,2538,67484,40.86399,-73.858557
1516,886213.0,Bronx,RICHARDSON AVENUE,4712,67484,40.904339,-73.85099
1517,70359.0,Bronx,EAST 224 STREET,936,67487,40.884907,-73.853995
1518,70360.0,Bronx,EAST 224 STREET,938,67487,40.884896,-73.853956
1519,899636.0,Bronx,EAST 220 STREET,736,67487,40.883903,-73.861256
1520,899677.0,Bronx,EAST 220 STREET,717,67487,40.884049,-73.861657
1521,899698.0,Bronx,EAST 220 STREET,715,67487,40.88406,-73.861697
1522,899700.0,Bronx,EAST 220 STREET,738,67487,40.88389,-73.861212
1523,927249.0,Bronx,EAST 225 STREET,934,67487,40.88562,-73.853625
1524,927254.0,Bronx,EAST 225 STREET,940,67487,40.885582,-73.853506
1525,927282.0,Bronx,EAST 224 STREET,933,67487,40.884949,-73.854064
1526,927390.0,Bronx,EAST 224 STREET,935,67487,40.884938,-73.854028
1527,927393.0,Bronx,EAST 231 STREET,621,67487,40.89282,-73.860517
1528,927420.0,Bronx,CARPENTER AVENUE,4152,67487,40.893183,-73.860871
1529,931142.0,Bronx,CRUGER AVENUE,2512,67487,40.863928,-73.866377
1530,931143.0,Bronx,CRUGER AVENUE,2514,67487,40.863942,-73.866377
1531,71062.0,Bronx,EAST 228 STREET,848,67618,40.888551,-73.855004
1532,73286.0,Bronx,EAST 241 STREET,677,67618,40.903748,-73.850991
1533,875189.0,Bronx,LACONIA AVENUE,3709,67618,40.878251,-73.853301
1534,875694.0,Bronx,EAST 230 STREET,914,67618,40.889269,-73.852051
1535,876224.0,Bronx,EAST 230 STREET,924,67618,40.889203,-73.851845
1536,883859.0,Bronx,SETON AVENUE,4129,67618,40.8946,-73.838605
1537,912708.0,Bronx,EAST 220 STREET,722,67618,40.883994,-73.861541
1538,912724.0,Bronx,EAST 220 STREET,720,67618,40.884008,-73.861581
1539,937491.0,Bronx,WICKHAM AVENUE,3250,67618,40.875382,-73.840525
1540,947544.0,Bronx,WICKHAM AVENUE,3248,67618,40.875349,-73.840507
1541,950687.0,Bronx,EAST 227 STREET,746,67618,40.888774,-73.858309
1542,950724.0,Bronx,EAST 227 STREET,748,67618,40.888761,-73.858269
1543,,Brooklyn,----,----,68651,,
1544,,Staten Island,----,----,68696,,
1545,88700.0,Bronx,JENNINGS STREET,749,67752,40.831828,-73.898144
1546,88703.0,Bronx,JENNINGS STREET,759,67752,40.831877,-73.89767
1547,88704.0,Bronx,JENNINGS STREET,763,67752,40.831891,-73.897529
1548,971685.0,Brooklyn,CEDAR STREET,15,68640,40.696225,-73.928975
1549,,Staten Island,----,----,68654,,
1550,,Staten Island,----,----,68679,,
1551,,Queens,----,----,68715,,
1552,,Queens,----,----,68717,,
1553,990456.0,Queens,31 AVENUE,14-45,68638,40.76812,-73.931682
1554,980688.0,Brooklyn,SNYDER AVENUE,2825,68639,40.648859,-73.95099
1555,91400.0,Bronx,LEGGETT AVENUE,1025,65275,40.813912,-73.899533
1556,980689.0,Brooklyn,SNYDER AVENUE,2823,68635,40.648859,-73.951004
1557,982074.0,Brooklyn,PALMETTO STREET,76,68637,40.69133,-73.919078
1558,,Bronx,----,----,68653,,
1559,990673.0,Manhattan,WEST 29 STREET,601,67685,40.752825,-74.004681
1560,975936.0,Brooklyn,BROADWAY,1207,68633,40.692151,-73.9267
1561,979514.0,Bronx,BEAUMONT AVENUE,2325,68634,40.852997,-73.885051
1562,,Queens,----,----,68688,,
1563,,Brooklyn,----,----,68719,,
1564,6478.0,Manhattan,AVENUE B,37,63252,40.72276,-73.982889
1565,3490.0,Manhattan,ADAM C POWELL BOULEVARD,2232,68107,40.813095,-73.945331
1566,3495.0,Manhattan,ADAM C POWELL BOULEVARD,2247,68107,40.813539,-73.94498
1567,3499.0,Manhattan,ADAM C POWELL BOULEVARD,2251,68107,40.813663,-73.94489
1568,3500.0,Manhattan,ADAM C POWELL BOULEVARD,2252,68107,40.813734,-73.944861
1569,3501.0,Manhattan,ADAM C POWELL BOULEVARD,2253,68107,40.813726,-73.944843
1570,3502.0,Manhattan,ADAM C POWELL BOULEVARD,2254,68107,40.813797,-73.944817
1571,3503.0,Manhattan,ADAM C POWELL BOULEVARD,2256,68107,40.813857,-73.94477
1572,3504.0,Manhattan,ADAM C POWELL BOULEVARD,2258,68107,40.81392,-73.944727
1573,3536.0,Manhattan,ADAM C POWELL BOULEVARD,2300,68107,40.81541,-73.943635
1574,3538.0,Manhattan,ADAM C POWELL BOULEVARD,2302,68107,40.815462,-73.943598
1575,3540.0,Manhattan,ADAM C POWELL BOULEVARD,2304,68107,40.815515,-73.943559
1576,3542.0,Manhattan,ADAM C POWELL BOULEVARD,2306,68107,40.815567,-73.943522
1577,3544.0,Manhattan,ADAM C POWELL BOULEVARD,2308,68107,40.815619,-73.943483
1578,3546.0,Manhattan,ADAM C POWELL BOULEVARD,2310,68107,40.815671,-73.943446
1579,3613.0,Manhattan,ADAM C POWELL BOULEVARD,2484,68107,40.821213,-73.939399
1580,40588.0,Manhattan,WEST 133 STREET,204,68107,40.814217,-73.94516
1581,40589.0,Manhattan,WEST 133 STREET,206,68107,40.814236,-73.945203
1582,8230.0,Manhattan,BROADWAY,4221,68269,40.849035,-73.936977
1583,27927.0,Manhattan,ST NICHOLAS AVENUE,1091,68269,40.838137,-73.939915
1584,27942.0,Manhattan,ST NICHOLAS AVENUE,1228,68269,40.843198,-73.938193
1585,27944.0,Manhattan,ST NICHOLAS AVENUE,1245,68269,40.843656,-73.937882
1586,27964.0,Manhattan,ST NICHOLAS AVENUE,1320,68269,40.846194,-73.936
1587,28040.0,Manhattan,ST NICHOLAS AVENUE,1621,68269,40.855656,-73.929112
1588,28043.0,Manhattan,WEST 192 STREET,600,68269,40.856238,-73.928866
1589,43035.0,Manhattan,WEST 164 STREET,545,68269,40.837926,-73.940482
1590,43265.0,Manhattan,WEST 174 STREET,610,68269,40.844979,-73.937516
1591,978753.0,Brooklyn,HARMAN STREET,378,68631,40.701603,-73.91719
1592,396140.0,Brooklyn,WILLOUGHBY AVENUE,1129,68632,40.701735,-73.92529
1593,,Bronx,----,----,68685,,
1594,88783.0,Bronx,JEROME AVENUE,1425,67399,40.84114,-73.917689
1595,122130.0,Bronx,WEST GUN HILL ROAD,38,67464,40.883335,-73.882966
1596,67206.0,Bronx,EAST 199 STREET,396,67606,40.867005,-73.884611
1597,120682.0,Bronx,WEBSTER AVENUE,2843,67606,40.866665,-73.88468
1598,67814.0,Bronx,EAST 213 STREET,19,67607,40.884815,-73.878338
1599,988276.0,Brooklyn,GATES AVENUE,1183,68630,40.691839,-73.919777
1600,,Bronx,----,----,68652,,
1601,,Queens,----,----,68674,,
1602,990664.0,Brooklyn,19 STREET,564,68628,40.655252,-73.980297
1603,948051.0,Brooklyn,JEFFERSON AVENUE,804,68629,40.686139,-73.925138
1604,,Brooklyn,----,----,68667,,
1605,,Bronx,----,----,68686,,
1606,,Bronx,----,----,68708,,
1607,985839.0,Brooklyn,GLENWOOD ROAD,3206,68625,40.63412,-73.945676
1608,988077.0,Brooklyn,GLENWOOD ROAD,3208,68626,40.634123,-73.945661
1609,,Bronx,----,----,68669,,
1610,987192.0,Brooklyn,WINTHROP STREET,461,68624,40.657478,-73.94451
1611,,Brooklyn,----,----,68681,,
1612,,Bronx,----,----,68712,,
1613,990653.0,Brooklyn,COMMERCIAL STREET,45,67829,40.736516,-73.958092
1614,988069.0,Brooklyn,HAVENS PLACE,6,68622,40.676925,-73.904293
1615,979030.0,Brooklyn,LIBERTY AVENUE,671,68623,40.676112,-73.885035
1616,979689.0,Brooklyn,OCEAN AVENUE,2442,68620,40.602281,-73.951968
1617,980693.0,Brooklyn,STANHOPE STREET,67,68621,40.696256,-73.924813
1618,,Bronx,----,----,68683,,
1619,,Bronx,----,----,68710,,
1620,351469.0,Brooklyn,PARK PLACE,1294,68618,40.67258,-73.934656
1621,990883.0,Brooklyn,NEW YORK AVENUE,1517,68619,40.635638,-73.945026
1622,,Brooklyn,----,----,68253,,
1623,989485.0,Brooklyn,NEW YORK AVENUE,1519,68616,40.635602,-73.945022
1624,990335.0,Bronx,BRONXWOOD AVENUE,3839,68617,40.882937,-73.856408
1625,,Bronx,----,----,68716,,
1626,990486.0,Brooklyn,LIVINGSTON STREET,308,67791,40.68827,-73.982252
1627,314073.0,Brooklyn,HOWARD AVENUE,244,68615,40.679652,-73.919363
1628,,Bronx,----,----,68672,,
1629,,Brooklyn,----,----,68675,,
1630,,Brooklyn,----,----,68536,,
1631,984244.0,Brooklyn,KENT STREET,30,66766,40.73035,-73.960177
1632,831979.0,Bronx,PUTNAM AVENUE WEST,3815,68073,,
1633,,Brooklyn,----,----,68534,,
1634,,Brooklyn,----,----,68677,,
1635,,Brooklyn,----,----,68666,,
1636,982091.0,Brooklyn,DRIGGS AVENUE,801,68614,40.711076,-73.961585
1637,,Bronx,----,----,68537,,
1638,27617.0,Manhattan,SHERMAN AVENUE,9,65280,40.862427,-73.929087
1639,,Brooklyn,----,----,68255,,
1640,,Bronx,----,----,68538,,
1641,984675.0,Queens,35 STREET,32-27,68612,40.760089,-73.922496
1642,982222.0,Bronx,BEACH AVENUE,716,68613,40.819499,-73.863467
1643,983875.0,Brooklyn,NEW YORK AVENUE,1538,68610,40.635275,-73.945008
1644,971363.0,Brooklyn,HIMROD STREET,96,68611,40.696129,-73.923739
1645,40701.0,Manhattan,WEST 135 STREET,107,68585,40.814331,-73.941367
1646,40702.0,Manhattan,WEST 135 STREET,111,68585,40.814383,-73.941493
1647,40703.0,Manhattan,WEST 135 STREET,115,68585,40.814438,-73.941616
1648,40704.0,Manhattan,WEST 135 STREET,119,68585,40.81449,-73.941742
1649,40705.0,Manhattan,WEST 135 STREET,123,68585,40.814545,-73.941869
1650,40706.0,Manhattan,WEST 135 STREET,127,68585,40.814597,-73.941995
1651,40707.0,Manhattan,WEST 135 STREET,131,68585,40.814649,-73.942121
1652,40708.0,Manhattan,WEST 135 STREET,135,68585,40.814704,-73.942248
1653,40709.0,Manhattan,WEST 135 STREET,139,68585,40.814756,-73.942371
1654,40710.0,Manhattan,WEST 135 STREET,143,68585,40.814938,-73.9428
1655,,Brooklyn,----,----,68256,,
1656,,Queens,----,----,68528,,
1657,969279.0,Brooklyn,HIMROD STREET,100,68608,40.696195,-73.92367
1658,971364.0,Brooklyn,HIMROD STREET,98,68609,40.696162,-73.923706
1659,27196.0,Manhattan,RIVERSIDE DRIVE WEST,156-20,65215,40.835523,-73.948764
1660,214128.0,Brooklyn,BROADWAY,319,68606,40.708094,-73.956937
1661,387822.0,Brooklyn,WALTON STREET,90,68607,40.702565,-73.948736
1662,,Manhattan,----,----,68531,,
1663,,Staten Island,----,----,68535,,
1664,303718.0,Brooklyn,GREENE AVENUE,1052,68605,40.691329,-73.925619
1665,980038.0,Queens,31 STREET,25-40,68604,40.76966,-73.918557
1666,220772.0,Brooklyn,CLARENDON ROAD,2250,68602,40.642793,-73.955953
1667,972819.0,Brooklyn,KNICKERBOCKER AVENUE,783,68603,40.69292,-73.907984
1668,121225.0,Bronx,WEST 183 STREET,135,67446,40.860513,-73.910727
1669,123085.0,Bronx,WHITE PLAINS ROAD,1565,67448,40.839549,-73.863864
1670,60449.0,Bronx,DAVIDSON AVENUE,1975,67449,40.852338,-73.909864
1671,116888.0,Bronx,DR M L KING JR BOULEVARD,2015,67450,40.855322,-73.910742
1672,97612.0,Bronx,MORRIS AVENUE,2733,67451,40.868281,-73.895347
1673,115640.0,Bronx,TOWNSEND AVENUE,1411,67571,40.840212,-73.916562
1674,65205.0,Bronx,EAST 169 STREET,760,67573,40.830905,-73.899879
1675,64293.0,Bronx,EAST 159 STREET,464,67605,40.822286,-73.91239
1676,90996.0,Bronx,LAFAYETTE AVENUE,1965,65277,40.822205,-73.856893
1677,985707.0,Brooklyn,GATES AVENUE,645,65212,40.687345,-73.940865
1678,,Bronx,----,----,68527,,
1679,,Queens,----,----,68523,,
1680,989185.0,Brooklyn,UTICA AVENUE,141,68600,40.673925,-73.930625
