,project_id,project_name,project_start_date,building_id,house_number,street_name,borough,postcode,bbl,community_board,council_district,census_tract,neighborhood_tabulation_area,latitude,longitude,latitude_internal,longitude_internal,reporting_construction_type,extended_affordability_status,prevailing_wage_status,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,studio_units,_1_br_units,_2_br_units,_3_br_units,_4_br_units,_5_br_units,_6_br_units,unknown_br_units,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,bin,project_completion_date,building_completion_date
1903,66144,AQUINAS APARTMENTS LP.PLP.FY19,2018-11-21T00:00:00.000,57062,1933,CLINTON AVENUE,Bronx,10457,2029500072,BX-06,17,36901,BX17,40.844428,-73.890513,40.8441,-73.891106,Preservation,No,Non Prevailing Wage,0,4,4,0,0,0,0,0,0,8,0,0,0,0,8,0,8,8,2009987,,
1904,66144,AQUINAS APARTMENTS LP.PLP.FY19,2018-11-21T00:00:00.000,57063,1935,CLINTON AVENUE,Bronx,10457,2029500070,BX-06,17,36901,BX17,40.844455,-73.890491,40.84419,-73.891033,Preservation,No,Non Prevailing Wage,1,4,3,0,0,0,0,0,0,8,0,0,0,0,8,0,8,8,2009986,,
1905,66144,AQUINAS APARTMENTS LP.PLP.FY19,2018-11-21T00:00:00.000,66001,601,EAST 178 STREET,Bronx,10457,2030680061,BX-06,17,373,BX17,40.846919,-73.892861,40.84699,-73.892684,Preservation,No,Non Prevailing Wage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2011977,,
1906,66144,AQUINAS APARTMENTS LP.PLP.FY19,2018-11-21T00:00:00.000,74463,744,EAST TREMONT AVENUE,Bronx,10457,2029510054,BX-06,17,36901,BX17,40.84463,-73.889562,40.84441,-73.889688,Preservation,No,Non Prevailing Wage,0,9,8,0,0,0,0,4,9,4,0,0,0,0,17,0,17,17,2009996,,
1907,66144,AQUINAS APARTMENTS LP.PLP.FY19,2018-11-21T00:00:00.000,74464,748,EAST TREMONT AVENUE,Bronx,10457,2029510056,BX-06,17,36901,BX17,40.844578,-73.889453,40.84436,-73.889566,Preservation,No,Non Prevailing Wage,1,10,5,0,0,1,0,4,9,4,0,0,0,0,17,0,17,17,2009997,,
1908,67684,56 WEST 125TH STREET,2018-11-21T00:00:00.000,986413,56,WEST 125 STREET,Manhattan,10027,1017220059,MN-10,9,200,MN11,40.807259,-73.944288,40.80703,-73.94448,New Construction,No,Non Prevailing Wage,0,0,24,0,19,0,10,11,22,0,0,0,0,0,43,0,43,141,,,
1909,67987,CONFIDENTIAL,2018-11-21T00:00:00.000,,----,----,Bronx,,,BX-08,11,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,2018-11-21T00:00:00.000,2018-11-21T00:00:00.000
1910,67988,CONFIDENTIAL,2018-11-21T00:00:00.000,,----,----,Staten Island,,,SI-01,49,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2018-11-21T00:00:00.000,2018-11-21T00:00:00.000
1911,67986,CONFIDENTIAL,2018-11-19T00:00:00.000,,----,----,Queens,,,QN-02,26,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2018-11-19T00:00:00.000,2018-11-19T00:00:00.000
1912,67985,CONFIDENTIAL,2018-11-16T00:00:00.000,,----,----,Queens,,,QN-02,26,,,,,,,New Construction,No,Non Prevailing Wage,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2018-11-16T00:00:00.000,2018-11-16T00:00:00.000
1913,67990,CONFIDENTIAL,2018-11-16T00:00:00.000,,----,----,Bronx,,,BX-11,13,,,,,,,New Construction,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,2018-11-16T00:00:00.000,2018-11-16T00:00:00.000
1914,68054,37-49 81ST STREET CONDOMINIUMS,2018-11-16T00:00:00.000,969148,37-49,81 STREET,Queens,11372,,QN-03,21,283,QN28,40.749304,-73.885165,,,New Construction,No,Non Prevailing Wage,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,6,6,28,,2019-01-07T00:00:00.000,2019-01-07T00:00:00.000
1915,67984,CONFIDENTIAL,2018-11-15T00:00:00.000,,----,----,Queens,,,QN-13,31,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,2018-11-15T00:00:00.000,2018-11-15T00:00:00.000
1916,65599,FAILE700LLC.HRP.FY19,2018-11-14T00:00:00.000,77389,700,FAILE STREET,Bronx,10474,2027630185,BX-02,17,93,BX27,40.814583,-73.886487,40.81476,-73.886371,Preservation,No,Non Prevailing Wage,1,0,18,0,0,0,4,8,7,0,0,0,0,0,19,0,19,19,2006547,2021-06-18T00:00:00.000,2021-06-18T00:00:00.000
1917,68053,522 EVERGREEN AVENUE APARTMENTS,2018-11-14T00:00:00.000,290804,522,EVERGREEN AVENUE,Brooklyn,11221,3033490032,BK-04,34,399,BK78,40.691538,-73.918003,40.69135,-73.918191,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,8,,2021-03-12T00:00:00.000,2021-03-12T00:00:00.000
1918,68052,1605 NEW YORK AVENUE,2018-11-13T00:00:00.000,986298,1605,NEW YORK AVENUE,Brooklyn,11210,3075610032,BK-17,45,784,BK91,40.633401,-73.944786,40.63349,-73.944498,New Construction,No,Non Prevailing Wage,0,0,0,0,5,0,0,3,2,0,0,0,0,0,5,0,5,16,,2019-01-09T00:00:00.000,2019-01-09T00:00:00.000
1919,68050,305 STOCKHOLM STREET APARTMENTS,2018-11-09T00:00:00.000,934109,305,STOCKHOLM STREET,Brooklyn,11237,3032480050,BK-04,37,445,BK77,40.702982,-73.919378,40.70309,-73.919605,New Construction,No,Non Prevailing Wage,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,8,,2018-11-09T00:00:00.000,2018-11-09T00:00:00.000
1920,68051,CRESCENT IRON HOUSE,2018-11-09T00:00:00.000,987147,40-05,CRESCENT STREET,Queens,11101,4004060024,QN-01,26,33,QN68,40.753259,-73.93814,40.75316,-73.937768,New Construction,No,Non Prevailing Wage,0,0,0,0,10,0,2,6,2,0,0,0,0,0,10,0,10,33,,2019-10-18T00:00:00.000,2019-10-18T00:00:00.000
1921,68049,434 MANHATTAN AVENUE APARTMENTS,2018-11-02T00:00:00.000,966560,434,MANHATTAN AVENUE,Brooklyn,11222,3027240007,BK-01,33,499,BK76,40.719327,-73.946912,40.71939,-73.94675,New Construction,No,Non Prevailing Wage,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,2,10,,2018-11-02T00:00:00.000,2018-11-02T00:00:00.000
1922,68033,1552 MYRTLE AVENUE APARTMENTS,2018-11-01T00:00:00.000,972196,1552,MYRTLE AVENUE,Brooklyn,11237,3033457501,BK-04,37,439,BK77,40.699491,-73.911491,40.69931,-73.911589,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,10,,2019-04-05T00:00:00.000,2019-04-05T00:00:00.000
1923,68047,70 BUSHWICK AVENUE APARTMENTS,2018-11-01T00:00:00.000,978167,215,POWERS STREET,Brooklyn,11211,3027780023,BK-01,34,495,BK90,40.712619,-73.941593,40.71276,-73.941485,New Construction,No,Non Prevailing Wage,0,0,0,0,6,0,0,3,3,0,0,0,0,0,6,0,6,20,,2019-01-16T00:00:00.000,2019-01-16T00:00:00.000
1924,68064,SEA RISE II � NEW BAY PARK,2018-11-01T00:00:00.000,809836,2750,WEST 33 STREET,Brooklyn,11224,3069790100,BK-13,47,330,BK21,40.578309,-74.000234,40.57792,-74.001166,New Construction,No,Non Prevailing Wage,72,0,127,0,0,1,53,94,39,13,0,0,0,1,200,0,200,200,,,
1925,67942,CONFIDENTIAL,2018-10-31T00:00:00.000,,----,----,Queens,,,QN-04,21,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,2018-10-31T00:00:00.000,2018-10-31T00:00:00.000
1926,67944,CONFIDENTIAL,2018-10-31T00:00:00.000,,----,----,Staten Island,,,SI-02,51,,,,,,,New Construction,No,Non Prevailing Wage,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,,2018-10-31T00:00:00.000,2018-10-31T00:00:00.000
1927,68032,18 STANHOPE STREET APARTMENTS,2018-10-31T00:00:00.000,969856,18,STANHOPE STREET,Brooklyn,11221,3032640018,BK-04,34,395,BK78,40.694802,-73.926211,40.69478,-73.925846,New Construction,No,Non Prevailing Wage,0,0,0,0,8,0,0,4,4,0,0,0,0,0,8,0,8,26,,2020-03-11T00:00:00.000,2020-03-11T00:00:00.000
1928,64736,DOE. 3188 VILLA AVE,2018-10-30T00:00:00.000,979673,3188,VILLA AVENUE,Bronx,10468,2033110040,BX-07,11,411,BX05,40.876776,-73.886771,40.87667,-73.886489,New Construction,No,Prevailing Wage,41,27,0,0,0,0,60,8,0,0,0,0,0,0,68,0,68,68,,2020-12-17T00:00:00.000,2020-12-17T00:00:00.000
1929,68031,2004 DAVIDSON AVENUE,2018-10-30T00:00:00.000,972224,2004,DAVIDSON AVENUE,Bronx,10453,2028630011,BX-05,14,243,BX36,40.852895,-73.909328,40.8528,-73.909125,New Construction,No,Non Prevailing Wage,0,0,7,0,0,0,1,1,5,0,0,0,0,0,7,0,7,34,,,
1930,68067,1543 EAST 19TH STREET APARTMENTS,2018-10-30T00:00:00.000,897241,1543,EAST 19 STREET,Brooklyn,11230,3067660086,BK-14,48,546,BK43,40.612374,-73.955083,40.61255,-73.954806,New Construction,No,Non Prevailing Wage,0,0,0,0,15,0,0,7,8,0,0,0,0,0,15,0,15,50,,2019-10-15T00:00:00.000,2019-10-15T00:00:00.000
1931,67937,CONFIDENTIAL,2018-10-29T00:00:00.000,,----,----,Staten Island,,,SI-01,,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2018-10-29T00:00:00.000,2018-10-29T00:00:00.000
1932,68029,77 CLAY STREET APARTMENTS,2018-10-29T00:00:00.000,966929,77,CLAY STREET,Brooklyn,11222,3024830062,BK-01,33,579,BK76,40.736647,-73.954664,40.73684,-73.95479,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,1,0,1,1,0,0,0,3,0,3,8,,2019-03-21T00:00:00.000,2019-03-21T00:00:00.000
1933,68030,BUSHWICK AND EVERGREEN APARTMENTS,2018-10-29T00:00:00.000,216229,869,BUSHWICK AVENUE,Brooklyn,11221,3032740001,BK-04,34,395,BK78,40.693852,-73.925927,40.69417,-73.925082,New Construction,No,Non Prevailing Wage,0,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0,6,6,,2019-12-11T00:00:00.000,2019-12-11T00:00:00.000
1934,68030,BUSHWICK AND EVERGREEN APARTMENTS,2018-10-29T00:00:00.000,987191,340,EVERGREEN AVENUE,Brooklyn,11221,3032740001,BK-04,34,395,BK78,40.694752,-73.924833,40.69417,-73.925082,New Construction,No,Non Prevailing Wage,0,0,0,0,61,0,16,11,34,0,0,0,0,0,61,0,61,217,,2019-12-11T00:00:00.000,2019-12-11T00:00:00.000
1935,68027,2028 DAVIDSON AVENUE,2018-10-26T00:00:00.000,972223,2028,DAVIDSON AVENUE,Bronx,10453,2028630017,BX-05,14,243,BX36,40.853348,-73.908915,40.85336,-73.908611,New Construction,No,Non Prevailing Wage,0,0,4,0,0,0,0,1,2,1,0,0,0,0,4,0,4,18,,2019-10-24T00:00:00.000,2019-10-24T00:00:00.000
1936,68028,AVALON MIDTOWN WEST,2018-10-26T00:00:00.000,33794,234,WEST 50 STREET,Manhattan,10019,1010210001,MN-05,3,125,MN17,40.761722,-73.984777,40.76182,-73.985817,Preservation,No,Non Prevailing Wage,0,0,0,0,28,0,0,0,0,0,0,0,0,28,28,0,28,550,1085498,2020-05-29T00:00:00.000,2020-05-29T00:00:00.000
1937,61608,RAVEN HALL TOWER,2018-10-25T00:00:00.000,985974,2006,SURF AVENUE,Brooklyn,11224,3070720002,BK-13,47,352,BK21,40.57482,-73.986829,40.57439,-73.98685,New Construction,No,Non Prevailing Wage,0,22,193,0,0,1,50,79,54,33,0,0,0,0,216,0,216,216,,,
1938,67939,CONFIDENTIAL,2018-10-25T00:00:00.000,,----,----,Brooklyn,,,BK-11,47,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,2018-10-25T00:00:00.000,2018-10-25T00:00:00.000
1939,68025,287 MAPLE STREET APARTMENTS,2018-10-25T00:00:00.000,332217,287,MAPLE STREET,Brooklyn,11225,3050300052,BK-09,40,800,BK60,40.660788,-73.951417,40.661,-73.95128,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,1,0,0,0,0,0,2,0,2,6,,2019-04-17T00:00:00.000,2019-04-17T00:00:00.000
1940,68026,289 MAPLE STREET APARTMENTS,2018-10-25T00:00:00.000,987253,289,MAPLE STREET,Brooklyn,11225,3050300051,BK-09,40,800,BK60,40.660791,-73.95137,40.661,-73.951208,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,7,,2019-04-17T00:00:00.000,2019-04-17T00:00:00.000
1941,67803,CONFIDENTIAL,2018-10-24T00:00:00.000,,----,----,Brooklyn,,,BK-03,36,,,,,,,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,,2019-04-19T00:00:00.000,2019-04-19T00:00:00.000
1942,68023,1140 BUSHWICK AVENUE,2018-10-24T00:00:00.000,977039,1140,BUSHWICK AVENUE,Brooklyn,11221,3033660041,BK-04,34,397,BK78,40.689359,-73.917912,40.68912,-73.918129,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,8,,2018-12-05T00:00:00.000,2018-12-05T00:00:00.000
1943,68021,115 SUYDAM STREET,2018-10-23T00:00:00.000,983900,115,SUYDAM STREET,Brooklyn,11221,3032070051,BK-04,34,423,BK78,40.698426,-73.928255,40.69859,-73.928403,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,1,2,0,0,0,0,0,3,0,3,8,,2019-01-25T00:00:00.000,2019-01-25T00:00:00.000
1944,68022,49 ROCHESTER AVENUE APARTMENTS,2018-10-23T00:00:00.000,977128,49,ROCHESTER AVENUE,Brooklyn,11233,3017090003,BK-03,36,299,BK61,40.677587,-73.927499,40.6775,-73.927272,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,7,,2019-09-09T00:00:00.000,2019-09-09T00:00:00.000
1945,67428,NUEVA ERA APARTMENTS,2018-10-22T00:00:00.000,6213,287,AUDUBON AVENUE,Manhattan,10033,1021520036,MN-12,10,261,MN36,40.847724,-73.933067,40.84771,-73.932728,Preservation,Yes,Non Prevailing Wage,0,0,5,12,0,0,5,2,7,3,0,0,0,0,17,0,17,17,1063596,2018-10-22T00:00:00.000,2018-10-22T00:00:00.000
1946,67428,NUEVA ERA APARTMENTS,2018-10-22T00:00:00.000,6215,289,AUDUBON AVENUE,Manhattan,10033,1021520038,MN-12,10,261,MN36,40.847779,-73.933028,40.8478,-73.932662,Preservation,Yes,Non Prevailing Wage,14,1,1,0,0,1,4,3,7,2,1,0,0,0,17,0,17,17,1063597,2018-10-22T00:00:00.000,2018-10-22T00:00:00.000
1947,67429,DESHLER APARTMENT,2018-10-22T00:00:00.000,3385,1871,ADAM C POWELL BOULEVARD,Manhattan,10026,1018230061,MN-10,9,216,MN11,40.801776,-73.953568,40.80162,-73.953182,Preservation,Yes,Non Prevailing Wage,23,7,3,1,0,1,0,20,10,5,0,0,0,0,35,0,35,35,1055033,2018-10-22T00:00:00.000,2018-10-22T00:00:00.000
1948,67429,DESHLER APARTMENT,2018-10-22T00:00:00.000,28175,71,ST NICHOLAS AVENUE,Manhattan,10026,1018230058,MN-10,9,216,MN11,40.801208,-73.95255,40.80148,-73.952878,Preservation,Yes,Non Prevailing Wage,17,5,0,3,0,0,1,13,11,0,0,0,0,0,25,0,25,25,1055032,2018-10-22T00:00:00.000,2018-10-22T00:00:00.000
1949,67490,MORNINGSIDE APTS.HUDMF.FY19,2018-10-22T00:00:00.000,37769,107,WEST 109 STREET,Manhattan,10025,1018640023,MN-07,7,193,MN09,40.801412,-73.962002,40.80166,-73.962136,Preservation,Yes,Non Prevailing Wage,39,7,2,0,0,1,14,22,13,0,0,0,0,0,49,0,49,49,1056033,2018-10-22T00:00:00.000,2018-10-22T00:00:00.000
1950,68020,140 STANHOPE STREET APARTMENTS,2018-10-22T00:00:00.000,977060,140,STANHOPE STREET,Brooklyn,11221,3032660023,BK-04,37,421,BK78,40.698187,-73.922893,40.69816,-73.922579,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,2,1,0,0,0,0,0,3,0,3,9,,2019-01-25T00:00:00.000,2019-01-25T00:00:00.000
1951,63734,BRISA. 1488 NY AVE. BPHN SENIOR RESIDENCES,2018-10-18T00:00:00.000,927013,1488,NEW YORK AVENUE,Brooklyn,11210,3049960001,BK-17,45,788,BK42,40.636835,-73.945176,40.63665,-73.945465,New Construction,No,Prevailing Wage,88,0,0,0,0,1,88,1,0,0,0,0,0,0,89,0,89,89,,2021-03-01T00:00:00.000,2021-03-01T00:00:00.000
1952,67938,CONFIDENTIAL,2018-10-18T00:00:00.000,,----,----,Staten Island,,,SI-01,49,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,2018-10-18T00:00:00.000,2018-10-18T00:00:00.000
1953,68019,847 MADISON STREET APARTMENTS,2018-10-18T00:00:00.000,331263,847,MADISON STREET,Brooklyn,11221,3014810053,BK-03,41,375,BK35,40.687987,-73.92223,40.6882,-73.92223,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,7,,2019-11-27T00:00:00.000,2019-11-27T00:00:00.000
1954,67958,CONFIDENTIAL,2018-10-17T00:00:00.000,,----,----,Brooklyn,,,BK-11,44,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2018-10-17T00:00:00.000,2018-10-17T00:00:00.000
1955,68018,310 GRAHAM AVENUE APARTMENTS,2018-10-17T00:00:00.000,976524,310,GRAHAM AVENUE,Brooklyn,11211,3027710001,BK-01,34,495,BK90,40.713194,-73.944154,40.71326,-73.943858,New Construction,No,Non Prevailing Wage,0,0,0,0,8,0,0,2,3,3,0,0,0,0,8,0,8,24,,2018-10-17T00:00:00.000,2018-10-17T00:00:00.000
1956,68017,2954 BRIGHTON 3 STREET,2018-10-16T00:00:00.000,212307,2954,BRIGHTON 3 STREET,Brooklyn,11235,3086620133,BK-13,48,364,BK19,40.579402,-73.96507,40.57948,-73.965387,New Construction,No,Non Prevailing Wage,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,5,16,,2020-04-21T00:00:00.000,2020-04-21T00:00:00.000
1957,64376,41 WHIPPLE ST (LOS SURES PHASE 1),2018-10-15T00:00:00.000,847142,41,WHIPPLE STREET,Brooklyn,11206,3022730026,BK-01,33,507,BK75,40.701213,-73.944842,40.70159,-73.944845,Preservation,No,Non Prevailing Wage,0,0,50,0,0,0,0,0,24,26,0,0,0,0,50,0,50,51,3387559,,
1958,68015,237 HAWTHORNE APARTMENTS,2018-10-15T00:00:00.000,986345,237,HAWTHORNE STREET,Brooklyn,11225,3050440076,BK-09,40,802,BK60,40.657725,-73.952266,40.65801,-73.952407,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,9,,2019-03-13T00:00:00.000,2019-03-13T00:00:00.000
1959,68016,239 HAWTHORNE APARTMENTS,2018-10-15T00:00:00.000,987254,239,HAWTHORNE STREET,Brooklyn,11225,3050440075,BK-09,40,802,BK60,40.657728,-73.95222,40.65801,-73.952338,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,9,,2019-03-07T00:00:00.000,2019-03-07T00:00:00.000
1960,68014,"CLARK, THE",2018-10-12T00:00:00.000,974321,310,CLARKSON AVENUE,Brooklyn,11226,3048370017,BK-17,40,818,BK95,40.65546,-73.949298,40.65513,-73.949407,New Construction,No,Non Prevailing Wage,0,0,0,0,51,0,18,17,14,2,0,0,0,0,51,0,51,170,,2019-10-15T00:00:00.000,2019-10-15T00:00:00.000
1961,63931,39-11 QUEENS BLVD,2018-10-09T00:00:00.000,978673,39-11,QUEENS BOULEVARD,Queens,11104,4001910044,QN-02,26,179,QN31,40.743982,-73.925669,40.74434,-73.925391,New Construction,No,Non Prevailing Wage,0,0,9,0,0,0,1,5,3,0,0,0,0,0,9,0,9,48,,,
1962,67856,194 22 STREET,2018-10-04T00:00:00.000,145687,194,22 STREET,Brooklyn,11232,3006460018,BK-07,38,145,BK32,40.661616,-73.995412,40.66155,-73.995743,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,7,,2020-01-21T00:00:00.000,2020-01-21T00:00:00.000
1963,67924,CONFIDENTIAL,2018-10-04T00:00:00.000,,----,----,Bronx,,,BX-09,18,,,,,,,New Construction,No,Non Prevailing Wage,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2018-10-04T00:00:00.000,2018-10-04T00:00:00.000
1964,67925,CONFIDENTIAL,2018-10-04T00:00:00.000,,----,----,Brooklyn,,,BK-18,46,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2018-10-04T00:00:00.000,2018-10-04T00:00:00.000
1965,67793,CONFIDENTIAL,2018-10-03T00:00:00.000,,----,----,Bronx,,,BX-04,16,,,,,,,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,,2019-03-14T00:00:00.000,2019-03-14T00:00:00.000
1966,67457,LAKEVIEW APARTMENTS HDFC.HPO.FY19,2018-09-28T00:00:00.000,2511,1250,5 AVENUE,Manhattan,10029,1016120001,MN-11,9,17401,MN33,40.794384,-73.951027,40.7943,-73.949969,Preservation,Yes,Non Prevailing Wage,0,46,13,0,0,0,0,9,18,0,32,0,0,0,59,0,59,59,1051514,2018-09-28T00:00:00.000,2018-09-28T00:00:00.000
1967,67457,LAKEVIEW APARTMENTS HDFC.HPO.FY19,2018-09-28T00:00:00.000,804641,35,EAST 106 STREET,Manhattan,10029,1016120001,MN-11,9,17401,MN33,40.793853,-73.950071,40.7943,-73.949969,Preservation,Yes,Non Prevailing Wage,0,49,10,0,0,0,0,9,18,0,32,0,0,0,59,0,59,59,1051514,2018-09-28T00:00:00.000,2018-09-28T00:00:00.000
1968,67457,LAKEVIEW APARTMENTS HDFC.HPO.FY19,2018-09-28T00:00:00.000,804644,4,EAST 107 STREET,Manhattan,10029,1016120001,MN-11,9,17401,MN33,40.794831,-73.950344,40.7943,-73.949969,Preservation,Yes,Non Prevailing Wage,0,146,18,0,0,0,0,41,68,55,0,0,0,0,164,0,164,164,1051514,2018-09-28T00:00:00.000,2018-09-28T00:00:00.000
1969,67457,LAKEVIEW APARTMENTS HDFC.HPO.FY19,2018-09-28T00:00:00.000,805031,1590,MADISON AVENUE,Manhattan,10029,1016120001,MN-11,9,17401,MN33,40.794051,-73.949193,40.7943,-73.949969,Preservation,Yes,Non Prevailing Wage,0,147,17,0,0,0,0,41,68,55,0,0,0,0,164,0,164,164,1051514,2018-09-28T00:00:00.000,2018-09-28T00:00:00.000
1970,66805,TRIPLE HDFC.HPO.FY19,2018-09-27T00:00:00.000,452,2232,1 AVENUE,Manhattan,10029,1017080048,MN-11,8,178,MN34,40.794966,-73.936151,40.79498,-73.93575,Preservation,No,Non Prevailing Wage,0,0,8,0,0,0,0,0,8,0,0,0,0,0,8,0,8,8,1079384,2019-10-11T00:00:00.000,2019-10-11T00:00:00.000
1971,66805,TRIPLE HDFC.HPO.FY19,2018-09-27T00:00:00.000,502,2295,1 AVENUE,Manhattan,10035,1017950024,MN-11,8,188,MN34,40.797408,-73.934393,40.79757,-73.934671,Preservation,No,Non Prevailing Wage,1,0,12,0,0,0,0,0,13,0,0,0,0,0,13,0,13,13,1084003,2019-10-11T00:00:00.000,2019-08-26T00:00:00.000
1972,66805,TRIPLE HDFC.HPO.FY19,2018-09-27T00:00:00.000,966644,235,EAST 105 STREET,Manhattan,10029,1016550015,MN-11,8,170,MN33,40.79053,-73.944284,40.79046,-73.943558,Preservation,No,Non Prevailing Wage,0,0,35,8,4,1,3,22,23,0,0,0,0,0,48,0,48,48,1052411,2019-10-11T00:00:00.000,2019-10-11T00:00:00.000
1973,67855,319 GRAHAM AVENUE APARTMENTS,2018-09-27T00:00:00.000,948572,319,GRAHAM AVENUE,Brooklyn,11211,3027700024,BK-01,34,495,BK90,40.713688,-73.944258,40.71364,-73.944557,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,10,,2018-12-19T00:00:00.000,2018-12-19T00:00:00.000
1974,67778,CONFIDENTIAL,2018-09-21T00:00:00.000,,----,----,Queens,,,QN-12,27,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,2018-09-21T00:00:00.000,2018-09-21T00:00:00.000
1975,67854,309 VAN SICLEN AVENUE,2018-09-21T00:00:00.000,978367,309,VAN SICLEN AVENUE,Brooklyn,11207,3040100014,BK-05,37,1152,BK82,40.672348,-73.890211,40.67234,-73.889937,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,8,,2019-01-09T00:00:00.000,2019-01-09T00:00:00.000
1976,66752,869 MYRTLE AVENUE,2018-09-20T00:00:00.000,982562,849,MYRTLE AVENUE,Brooklyn,11206,3017470055,BK-03,36,257,BK75,40.695486,-73.948341,40.69573,-73.948381,New Construction,No,Non Prevailing Wage,0,0,58,0,0,0,6,11,26,15,0,0,0,0,0,58,58,59,,,
1977,67858,376 FRANKLIN AVENUE APARTMENTS,2018-09-20T00:00:00.000,965995,376,FRANKLIN AVENUE,Brooklyn,11238,3019730043,BK-03,35,229,BK69,40.686026,-73.956663,40.68593,-73.956926,New Construction,No,Non Prevailing Wage,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,4,20,,2018-09-20T00:00:00.000,2018-09-20T00:00:00.000
1978,67731,CONFIDENTIAL,2018-09-19T00:00:00.000,,----,----,Queens,,,QN-14,31,,,,,,,Preservation,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,,2019-02-08T00:00:00.000,2019-02-08T00:00:00.000
1979,67779,CONFIDENTIAL,2018-09-19T00:00:00.000,,----,----,Staten Island,,,SI-02,50,,,,,,,New Construction,No,Non Prevailing Wage,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,2018-09-19T00:00:00.000,2018-09-19T00:00:00.000
1980,67852,3430 THIRD AVENUE,2018-09-19T00:00:00.000,958754,3434,3 AVENUE,Bronx,10456,2026080038,BX-03,16,185,BX35,40.828945,-73.906759,40.82889,-73.906444,New Construction,No,Non Prevailing Wage,0,0,0,0,4,0,3,1,0,0,0,0,0,0,4,0,4,11,,2019-01-31T00:00:00.000,2019-01-31T00:00:00.000
