,prevailing_wage_status,low_income_units,middle_income_units,moderate_income_units,extremely_low_income_units,very_low_income_units,project_id
4359,Non Prevailing Wage,64,0,0,11,32,44409
4360,Non Prevailing Wage,76,0,26,10,40,46143
4361,Non Prevailing Wage,14,0,0,6,8,46143
4362,Non Prevailing Wage,7,0,0,82,18,50415
4363,Non Prevailing Wage,49,0,0,9,26,51719
4364,Non Prevailing Wage,26,0,0,0,0,52674
4365,Non Prevailing Wage,9,0,0,0,0,52674
4366,Non Prevailing Wage,8,0,0,0,0,52674
4367,Non Prevailing Wage,13,0,0,0,1,52674
4368,Non Prevailing Wage,8,0,0,0,0,52674
4369,Non Prevailing Wage,10,0,0,0,0,52674
4370,Non Prevailing Wage,24,0,0,0,0,52674
4371,Non Prevailing Wage,23,0,0,0,0,52674
4372,Non Prevailing Wage,15,0,0,0,3,52674
4373,Non Prevailing Wage,29,0,0,0,0,52674
4374,Non Prevailing Wage,4,0,0,0,0,52674
4375,Non Prevailing Wage,4,0,0,0,0,52674
4376,Non Prevailing Wage,4,0,0,0,0,52674
4377,Non Prevailing Wage,13,0,0,0,0,52674
4378,Non Prevailing Wage,21,0,0,0,3,52674
4379,Non Prevailing Wage,8,0,0,0,0,52674
4380,Non Prevailing Wage,4,0,0,0,0,52674
4381,Non Prevailing Wage,3,0,0,0,1,52674
4382,Non Prevailing Wage,4,0,0,0,0,52674
4383,Non Prevailing Wage,3,0,0,0,1,52674
4384,Non Prevailing Wage,10,0,0,0,0,52674
4385,Non Prevailing Wage,14,0,0,0,2,52674
4386,Non Prevailing Wage,7,0,0,0,3,52674
4387,Non Prevailing Wage,9,0,0,0,1,52674
4388,Non Prevailing Wage,9,0,0,0,1,52674
4389,Non Prevailing Wage,14,0,0,0,5,52674
4390,Non Prevailing Wage,19,0,0,0,5,52674
4391,Non Prevailing Wage,9,0,0,0,2,52674
4392,Non Prevailing Wage,11,0,0,0,0,52756
4393,Non Prevailing Wage,6,0,0,0,0,52756
4394,Non Prevailing Wage,5,0,0,0,0,52756
4395,Non Prevailing Wage,9,0,0,0,0,52756
4396,Non Prevailing Wage,5,0,0,0,0,52756
4397,Non Prevailing Wage,7,0,0,0,0,52756
4398,Non Prevailing Wage,4,0,0,0,0,52756
4399,Non Prevailing Wage,18,0,0,0,0,52756
4400,Non Prevailing Wage,11,0,0,0,0,52756
4401,Non Prevailing Wage,4,0,0,0,0,52756
4402,Non Prevailing Wage,20,0,0,0,0,52756
4403,Non Prevailing Wage,6,0,0,0,0,52756
4404,Non Prevailing Wage,3,0,0,0,0,52756
4405,Non Prevailing Wage,3,0,0,0,0,52756
4406,Non Prevailing Wage,3,0,0,0,0,52756
4407,Non Prevailing Wage,8,0,0,0,0,52756
4408,Non Prevailing Wage,8,0,0,0,0,52756
4409,Non Prevailing Wage,8,0,0,0,0,52756
4410,Non Prevailing Wage,4,0,0,0,0,52756
4411,Non Prevailing Wage,16,0,0,0,0,52756
4412,Non Prevailing Wage,9,0,0,0,0,52756
4413,Non Prevailing Wage,4,0,0,0,0,52756
4414,Non Prevailing Wage,8,0,0,0,0,52756
4415,Non Prevailing Wage,8,0,0,0,0,52756
4416,Non Prevailing Wage,16,0,0,0,0,52756
4417,Non Prevailing Wage,4,0,0,0,0,52756
4418,Non Prevailing Wage,4,0,0,0,0,52756
4419,Non Prevailing Wage,7,0,0,0,0,52756
4420,Non Prevailing Wage,7,0,0,0,0,52756
4421,Non Prevailing Wage,4,0,0,0,0,52756
4422,Non Prevailing Wage,4,0,0,0,0,52756
4423,Non Prevailing Wage,7,0,0,0,0,52756
4424,Non Prevailing Wage,5,0,0,0,0,52756
4425,Non Prevailing Wage,6,0,0,0,0,52756
4426,Non Prevailing Wage,2,0,0,0,0,52756
4427,Non Prevailing Wage,20,0,0,0,0,52756
4428,Non Prevailing Wage,9,0,0,0,0,52756
4429,Non Prevailing Wage,6,0,0,0,0,52756
4430,Non Prevailing Wage,12,0,0,0,0,52756
4431,Non Prevailing Wage,6,0,0,0,0,52756
4432,Non Prevailing Wage,17,0,0,0,0,52756
4433,Non Prevailing Wage,6,0,0,0,0,52756
4434,Non Prevailing Wage,8,0,0,0,0,52756
4435,Non Prevailing Wage,4,0,0,0,0,52756
4436,Non Prevailing Wage,19,0,0,0,0,52756
4437,Non Prevailing Wage,8,0,0,0,0,52756
4438,Non Prevailing Wage,7,0,0,0,0,52756
4439,Non Prevailing Wage,9,0,0,0,0,52756
4440,Non Prevailing Wage,10,0,0,0,0,52756
4441,Non Prevailing Wage,12,0,0,0,0,52756
4442,Non Prevailing Wage,12,0,0,0,0,52756
4443,Non Prevailing Wage,6,0,0,0,0,52756
4444,Non Prevailing Wage,4,0,0,0,0,52756
4445,Non Prevailing Wage,24,0,0,0,0,52756
4446,Non Prevailing Wage,36,0,0,0,0,52756
4447,Non Prevailing Wage,3,0,0,0,0,52756
4448,Prevailing Wage,0,0,0,153,0,52937
4449,Non Prevailing Wage,8,0,0,0,10,51143
4450,Non Prevailing Wage,7,0,0,1,10,51143
4451,Non Prevailing Wage,10,0,0,0,12,51143
4452,Non Prevailing Wage,0,0,297,0,0,51396
4453,Non Prevailing Wage,0,0,60,0,0,51396
4454,Non Prevailing Wage,0,0,84,0,0,51396
4455,Non Prevailing Wage,0,0,184,0,0,51396
4456,Non Prevailing Wage,10,0,0,0,0,52626
4457,Non Prevailing Wage,0,0,0,17,0,51751
4458,Non Prevailing Wage,0,0,0,28,0,51751
4459,Non Prevailing Wage,53,0,6,0,0,48011
4460,Non Prevailing Wage,14,0,0,1,6,50293
4461,Non Prevailing Wage,1,0,0,0,0,58280
4462,Non Prevailing Wage,26,0,0,0,0,48732
4463,Non Prevailing Wage,7,0,0,0,2,49174
4464,Non Prevailing Wage,11,3,0,0,2,49174
4465,Non Prevailing Wage,9,3,0,0,2,49174
4466,Non Prevailing Wage,13,4,0,0,3,49174
4467,Non Prevailing Wage,3,3,0,0,1,49174
4468,Non Prevailing Wage,3,4,0,0,1,49174
4469,Non Prevailing Wage,14,4,0,0,2,49174
4470,Prevailing Wage,14,0,0,51,0,51652
4471,Non Prevailing Wage,0,0,0,0,82,53437
4472,Non Prevailing Wage,0,0,0,0,64,53437
4473,Non Prevailing Wage,0,0,0,0,43,53437
4474,Non Prevailing Wage,0,0,0,0,59,53437
4475,Non Prevailing Wage,38,0,5,0,3,52000
4476,Non Prevailing Wage,77,198,14,0,14,59032
4477,Non Prevailing Wage,38,0,0,0,0,53355
4478,Non Prevailing Wage,2,0,0,0,0,65130
4479,Non Prevailing Wage,0,36,6,0,0,45647
4480,Non Prevailing Wage,32,0,0,0,17,54302
4481,Non Prevailing Wage,1,0,0,0,0,58282
4482,Non Prevailing Wage,8,0,0,0,0,48763
4483,Non Prevailing Wage,7,0,1,0,0,48763
4484,Non Prevailing Wage,14,0,0,0,6,48763
4485,Non Prevailing Wage,7,0,0,0,11,48763
4486,Non Prevailing Wage,127,0,0,0,0,58515
4487,Non Prevailing Wage,133,0,0,0,0,58515
4488,Non Prevailing Wage,72,0,0,0,0,58515
4489,Non Prevailing Wage,73,0,0,0,0,58516
4490,Non Prevailing Wage,130,0,0,0,0,58516
4491,Non Prevailing Wage,133,0,0,0,0,58516
4492,Non Prevailing Wage,1,0,0,0,0,58005
4493,Non Prevailing Wage,1,0,0,0,0,58026
4494,Non Prevailing Wage,1,0,0,0,0,58035
4495,Non Prevailing Wage,4,4,0,0,3,52741
4496,Non Prevailing Wage,8,7,0,0,5,52741
4497,Non Prevailing Wage,33,9,0,0,6,52741
4498,Non Prevailing Wage,8,0,0,0,0,54866
4499,Non Prevailing Wage,26,13,0,0,26,57503
4500,Non Prevailing Wage,121,0,0,0,0,57504
4501,Prevailing Wage,1,0,0,89,0,52223
4502,Non Prevailing Wage,1,0,0,0,0,57999
4503,Non Prevailing Wage,0,0,1,0,0,58174
4504,Non Prevailing Wage,1,0,0,0,0,57784
4505,Non Prevailing Wage,1,0,0,0,0,57816
4506,Non Prevailing Wage,26,0,9,0,0,52898
4507,Non Prevailing Wage,10,0,0,0,0,53166
4508,Non Prevailing Wage,1,0,0,0,0,57802
4509,Non Prevailing Wage,1,0,0,0,0,57829
4510,Non Prevailing Wage,44,22,0,0,43,53518
4511,Non Prevailing Wage,0,0,0,0,70,54727
4512,Non Prevailing Wage,0,0,0,0,1,57824
4513,Non Prevailing Wage,2,0,0,0,0,65114
4514,Non Prevailing Wage,11,0,0,0,0,52369
4515,Non Prevailing Wage,15,0,0,0,0,54898
4516,Non Prevailing Wage,1,0,0,0,0,57827
4517,Non Prevailing Wage,93,0,0,0,0,59046
4518,Non Prevailing Wage,116,0,0,0,0,59046
4519,Non Prevailing Wage,19,0,0,0,0,50639
4520,Non Prevailing Wage,58,0,0,0,0,53006
4521,Non Prevailing Wage,1,0,0,0,0,57806
4522,Non Prevailing Wage,1,0,0,0,0,57807
4523,Non Prevailing Wage,100,0,40,0,0,58517
4524,Non Prevailing Wage,11,6,0,0,11,54982
4525,Non Prevailing Wage,97,0,0,0,0,53498
4526,Non Prevailing Wage,1,0,0,0,0,57809
4527,Non Prevailing Wage,0,0,2,0,0,58204
4528,Non Prevailing Wage,25,24,0,0,0,51123
4529,Non Prevailing Wage,1,0,0,0,0,57813
4530,Non Prevailing Wage,1,0,0,0,0,57819
4531,Non Prevailing Wage,25,0,0,0,0,52852
4532,Non Prevailing Wage,69,0,0,0,0,52852
4533,Non Prevailing Wage,25,0,0,0,0,52852
4534,Non Prevailing Wage,25,0,0,0,0,52852
4535,Non Prevailing Wage,37,0,0,0,0,52852
4536,Non Prevailing Wage,106,40,34,0,20,53383
4537,Non Prevailing Wage,24,52,26,0,0,44324
4538,Non Prevailing Wage,79,0,0,0,0,52053
4539,Non Prevailing Wage,62,0,0,10,30,54292
4540,Non Prevailing Wage,2,0,0,0,0,55121
4541,Non Prevailing Wage,2,0,0,0,0,58241
4542,Non Prevailing Wage,29,0,0,0,0,50875
4543,Non Prevailing Wage,6,0,15,0,52,58504
4544,Non Prevailing Wage,0,0,0,0,25,55343
4545,Non Prevailing Wage,1,0,0,0,0,57603
4546,Non Prevailing Wage,21,0,0,0,0,52665
4547,Non Prevailing Wage,1,0,0,0,0,57575
4548,Non Prevailing Wage,37,0,0,0,0,54494
4549,Non Prevailing Wage,1,0,0,0,0,57585
4550,Non Prevailing Wage,1,0,0,0,0,57578
4551,Non Prevailing Wage,1,0,0,0,0,57548
4552,Non Prevailing Wage,1,0,0,0,0,57565
4553,Non Prevailing Wage,1,0,0,0,0,57567
4554,Non Prevailing Wage,1,0,0,0,0,57557
4555,Non Prevailing Wage,1,0,0,0,0,57570
4556,Non Prevailing Wage,1,0,0,0,0,57560
4557,Non Prevailing Wage,10,0,0,0,0,65095
4558,Non Prevailing Wage,1,0,0,0,0,57550
4559,Non Prevailing Wage,2,0,0,0,0,65126
4560,Non Prevailing Wage,0,0,0,0,1,57581
4561,Non Prevailing Wage,11,0,0,0,0,65093
4562,Non Prevailing Wage,29,0,0,0,0,52788
4563,Non Prevailing Wage,1,0,0,0,0,55240
4564,Non Prevailing Wage,120,0,0,0,0,49774
4565,Prevailing Wage,0,0,0,60,0,50200
4566,Non Prevailing Wage,1,0,0,0,0,55185
4567,Non Prevailing Wage,1,0,0,0,0,55186
4568,Non Prevailing Wage,1,0,0,0,0,55187
4569,Non Prevailing Wage,104,0,0,0,0,53192
4570,Non Prevailing Wage,1,0,0,0,0,55255
4571,Non Prevailing Wage,2,0,0,0,0,65106
4572,Non Prevailing Wage,1,0,0,0,0,55188
4573,Non Prevailing Wage,1,0,0,0,0,55189
4574,Non Prevailing Wage,0,0,0,0,1,55190
4575,Non Prevailing Wage,1,0,0,0,0,55183
4576,Non Prevailing Wage,1,0,0,0,0,55191
4577,Non Prevailing Wage,18,0,3,0,0,50201
4578,Non Prevailing Wage,46,0,0,0,0,52126
4579,Non Prevailing Wage,0,0,0,0,6,48775
4580,Non Prevailing Wage,5,0,0,0,1,48775
4581,Non Prevailing Wage,4,0,0,0,0,48775
4582,Non Prevailing Wage,4,0,0,0,0,48775
4583,Non Prevailing Wage,3,0,0,0,1,48775
4584,Non Prevailing Wage,5,0,0,0,1,50059
4585,Non Prevailing Wage,3,0,0,0,1,50059
4586,Non Prevailing Wage,8,0,0,0,0,50059
4587,Non Prevailing Wage,4,0,0,0,2,50059
4588,Non Prevailing Wage,2,0,0,0,4,50059
4589,Non Prevailing Wage,4,0,0,0,2,50059
4590,Non Prevailing Wage,1,0,0,0,2,50059
4591,Non Prevailing Wage,24,0,0,4,0,50206
4592,Non Prevailing Wage,13,0,0,3,0,50206
4593,Non Prevailing Wage,6,0,0,1,0,50206
4594,Non Prevailing Wage,6,0,0,1,0,50206
4595,Non Prevailing Wage,7,0,0,0,0,50206
4596,Non Prevailing Wage,24,0,0,12,0,50206
4597,Non Prevailing Wage,3,0,0,0,0,50206
4598,Non Prevailing Wage,32,0,0,9,0,50206
4599,Non Prevailing Wage,52,0,0,13,0,50206
4600,Non Prevailing Wage,12,6,0,0,12,52218
4601,Non Prevailing Wage,0,0,1,0,0,54978
4602,Non Prevailing Wage,1,0,0,0,0,54979
4603,Non Prevailing Wage,10,0,0,0,0,53519
4604,Non Prevailing Wage,1,0,0,0,0,54976
4605,Non Prevailing Wage,1,0,0,0,0,54977
4606,Non Prevailing Wage,0,89,39,0,0,54389
4607,Non Prevailing Wage,3,0,0,0,0,65075
4608,Non Prevailing Wage,38,0,0,0,48,49562
4609,Non Prevailing Wage,90,0,0,0,0,54728
4610,Non Prevailing Wage,0,0,0,1,0,54913
4611,Non Prevailing Wage,0,0,0,0,1,54975
4612,Non Prevailing Wage,1,0,0,0,0,54689
4613,Non Prevailing Wage,0,1,0,0,0,58292
4614,Non Prevailing Wage,1,0,0,0,0,54690
4615,Non Prevailing Wage,1,0,0,0,0,54737
4616,Non Prevailing Wage,2,0,0,0,0,65133
4617,Non Prevailing Wage,1,0,0,0,0,54691
4618,Non Prevailing Wage,1,0,0,0,0,54739
4619,Non Prevailing Wage,0,0,0,2,0,54364
4620,Non Prevailing Wage,1,0,0,0,0,54669
4621,Non Prevailing Wage,1,0,0,0,0,54692
4622,Non Prevailing Wage,2,0,0,0,0,55178
4623,Non Prevailing Wage,0,1,0,0,0,58291
4624,Non Prevailing Wage,1,0,0,0,0,54740
4625,Non Prevailing Wage,0,1,0,0,0,58255
4626,Non Prevailing Wage,1,0,0,0,0,54741
4627,Non Prevailing Wage,0,0,0,0,66,58494
4628,Non Prevailing Wage,30,0,0,0,1,44281
4629,Non Prevailing Wage,31,0,0,0,0,44281
4630,Non Prevailing Wage,25,0,0,0,1,44281
4631,Non Prevailing Wage,30,0,0,0,1,44281
4632,Non Prevailing Wage,31,0,0,0,0,44281
4633,Non Prevailing Wage,89,0,0,0,0,44281
4634,Prevailing Wage,22,0,0,56,0,50026
4635,Prevailing Wage,5,0,0,50,0,50026
4636,Non Prevailing Wage,197,0,0,20,30,51778
4637,Non Prevailing Wage,57,0,0,0,0,52661
4638,Non Prevailing Wage,75,0,0,0,19,53245
4639,Non Prevailing Wage,150,0,0,0,0,49283
4640,Non Prevailing Wage,69,0,0,0,0,50257
4641,Non Prevailing Wage,159,0,0,0,0,53277
4642,Non Prevailing Wage,0,0,0,0,91,53553
4643,Non Prevailing Wage,0,0,0,0,91,53553
4644,Non Prevailing Wage,1,0,0,0,0,54650
4645,Non Prevailing Wage,29,0,0,0,0,52320
4646,Prevailing Wage,52,0,0,42,6,52723
4647,Prevailing Wage,24,0,0,20,4,52723
4648,Non Prevailing Wage,0,1,0,0,0,58254
4649,Prevailing Wage,0,0,0,202,0,48646
4650,Non Prevailing Wage,37,0,0,8,12,58492
4651,Non Prevailing Wage,67,20,0,0,10,49938
4652,Non Prevailing Wage,21,0,0,5,67,51179
4653,Non Prevailing Wage,1,0,0,0,0,54637
4654,Non Prevailing Wage,24,0,0,0,0,55428
4655,Non Prevailing Wage,269,0,0,0,0,55428
4656,Non Prevailing Wage,42,0,0,0,0,55428
4657,Non Prevailing Wage,207,0,0,0,0,55428
4658,Non Prevailing Wage,251,0,0,0,0,55428
4659,Non Prevailing Wage,80,0,0,0,0,55428
4660,Non Prevailing Wage,0,1,0,0,0,58250
4661,Non Prevailing Wage,0,0,0,0,151,50810
4662,Non Prevailing Wage,116,0,0,0,0,51103
4663,Non Prevailing Wage,70,0,0,0,18,51278
4664,Non Prevailing Wage,1,0,0,0,0,54636
4665,Non Prevailing Wage,1,0,0,0,0,54677
4666,Non Prevailing Wage,11,0,0,0,0,48731
4667,Non Prevailing Wage,19,0,0,0,0,48731
4668,Non Prevailing Wage,56,0,0,0,0,48731
4669,Non Prevailing Wage,12,0,0,0,0,48731
4670,Non Prevailing Wage,123,0,40,0,0,52610
4671,Non Prevailing Wage,19,0,0,0,0,49711
4672,Non Prevailing Wage,8,0,0,0,0,50184
4673,Non Prevailing Wage,18,0,1,0,3,50184
4674,Non Prevailing Wage,10,0,0,0,7,50184
4675,Non Prevailing Wage,14,0,0,0,0,50184
4676,Non Prevailing Wage,12,0,0,0,3,50184
4677,Non Prevailing Wage,8,0,0,0,0,50184
4678,Non Prevailing Wage,6,0,0,0,2,50184
4679,Non Prevailing Wage,8,0,0,0,0,50184
4680,Non Prevailing Wage,8,0,0,0,0,50184
4681,Non Prevailing Wage,6,0,0,0,2,50184
4682,Non Prevailing Wage,169,0,0,0,0,51363
4683,Non Prevailing Wage,0,0,50,0,13,51779
4684,Non Prevailing Wage,0,42,0,0,11,52666
4685,Non Prevailing Wage,45,0,0,0,12,52667
4686,Non Prevailing Wage,1,0,2,45,5,52721
4687,Non Prevailing Wage,2,0,0,41,11,52721
4688,Non Prevailing Wage,0,0,0,6,1,52721
4689,Non Prevailing Wage,2,0,0,33,0,52721
4690,Non Prevailing Wage,2,0,0,17,0,52721
4691,Non Prevailing Wage,3,0,0,29,2,52721
4692,Non Prevailing Wage,9,0,1,51,8,52721
4693,Non Prevailing Wage,1,0,0,41,5,52721
4694,Non Prevailing Wage,2,0,1,33,5,52721
4695,Non Prevailing Wage,3,0,0,35,4,52721
4696,Non Prevailing Wage,2,0,1,34,6,52721
4697,Non Prevailing Wage,3,0,0,20,6,52721
4698,Non Prevailing Wage,2,0,2,9,3,52721
4699,Non Prevailing Wage,1,0,0,24,2,52721
4700,Non Prevailing Wage,1,0,1,51,3,52721
4701,Non Prevailing Wage,0,0,0,38,2,52721
4702,Non Prevailing Wage,5,0,1,38,9,52721
4703,Non Prevailing Wage,0,0,0,0,2,54353
4704,Non Prevailing Wage,107,0,0,429,0,55396
4705,Non Prevailing Wage,142,0,0,0,3,58511
4706,Non Prevailing Wage,3,0,0,0,0,65132
4707,Non Prevailing Wage,1,0,0,0,0,54648
4708,Non Prevailing Wage,93,0,0,0,0,58513
4709,Non Prevailing Wage,4,0,0,0,0,58513
4710,Non Prevailing Wage,6,0,0,0,0,58513
4711,Non Prevailing Wage,32,0,0,0,0,58513
4712,Non Prevailing Wage,32,0,0,0,0,58513
4713,Non Prevailing Wage,7,0,0,0,0,58513
4714,Non Prevailing Wage,40,0,0,0,0,58513
4715,Non Prevailing Wage,4,0,0,0,0,58513
4716,Non Prevailing Wage,4,0,0,0,0,58513
4717,Non Prevailing Wage,5,0,0,0,0,58513
4718,Non Prevailing Wage,5,0,0,0,0,58513
4719,Non Prevailing Wage,4,0,0,0,0,58513
4720,Non Prevailing Wage,4,0,0,0,0,58513
4721,Non Prevailing Wage,4,0,0,0,0,58513
4722,Non Prevailing Wage,4,0,0,0,0,58513
4723,Non Prevailing Wage,4,0,0,0,0,58513
4724,Non Prevailing Wage,53,0,0,0,0,58513
4725,Non Prevailing Wage,11,0,0,0,0,58513
4726,Non Prevailing Wage,5,0,0,0,0,58513
4727,Non Prevailing Wage,5,0,0,0,0,58513
4728,Non Prevailing Wage,35,0,0,0,0,58513
4729,Non Prevailing Wage,36,0,0,0,0,58513
4730,Non Prevailing Wage,6,0,0,0,0,58513
4731,Non Prevailing Wage,32,0,0,0,0,58513
4732,Non Prevailing Wage,6,0,0,0,0,58513
4733,Non Prevailing Wage,6,0,0,0,0,58513
4734,Non Prevailing Wage,12,0,0,0,0,58513
4735,Non Prevailing Wage,41,0,0,0,0,58513
4736,Non Prevailing Wage,6,0,0,0,0,58513
4737,Non Prevailing Wage,17,0,0,0,0,58513
4738,Non Prevailing Wage,32,0,0,0,0,58513
4739,Non Prevailing Wage,6,0,0,0,0,58513
4740,Non Prevailing Wage,4,0,0,0,0,58513
4741,Non Prevailing Wage,4,0,0,0,0,58513
4742,Non Prevailing Wage,4,0,0,0,0,58513
4743,Non Prevailing Wage,4,0,0,0,0,58513
4744,Non Prevailing Wage,4,0,0,0,0,58513
4745,Non Prevailing Wage,4,0,0,0,0,58513
4746,Non Prevailing Wage,4,0,0,0,0,58513
4747,Non Prevailing Wage,4,0,0,0,0,58513
4748,Non Prevailing Wage,4,0,0,0,0,58513
4749,Non Prevailing Wage,2,0,0,0,0,58513
4750,Non Prevailing Wage,4,0,0,0,0,58513
4751,Non Prevailing Wage,4,0,0,0,0,58513
4752,Non Prevailing Wage,4,0,0,0,0,58513
4753,Non Prevailing Wage,4,0,0,0,0,58513
4754,Non Prevailing Wage,4,0,0,0,0,58513
4755,Non Prevailing Wage,4,0,0,0,0,58513
4756,Non Prevailing Wage,0,1,0,0,0,58249
4757,Non Prevailing Wage,1,0,0,0,0,54651
4758,Non Prevailing Wage,21,0,0,0,0,50871
4759,Non Prevailing Wage,75,0,0,0,0,51918
4760,Non Prevailing Wage,0,0,1,0,0,54642
4761,Non Prevailing Wage,75,181,26,0,15,55437
4762,Non Prevailing Wage,54,0,0,0,0,52272
4763,Non Prevailing Wage,19,0,0,0,0,50702
4764,Non Prevailing Wage,1,0,0,0,0,54635
4765,Non Prevailing Wage,0,0,2,0,0,54647
4766,Non Prevailing Wage,1,0,0,0,0,54638
4767,Non Prevailing Wage,1,0,0,0,0,54644
4768,Non Prevailing Wage,98,0,0,0,0,58510
4769,Non Prevailing Wage,1,0,0,0,0,54640
4770,Non Prevailing Wage,1,0,0,0,0,54679
4771,Non Prevailing Wage,1,0,0,0,0,54566
4772,Non Prevailing Wage,11,0,0,0,0,50467
4773,Non Prevailing Wage,10,0,0,0,0,52733
4774,Non Prevailing Wage,51,0,2,0,0,52733
4775,Non Prevailing Wage,8,0,4,0,0,52733
4776,Non Prevailing Wage,18,0,25,0,0,52733
4777,Non Prevailing Wage,9,0,18,0,0,52733
4778,Non Prevailing Wage,25,0,24,0,0,52733
4779,Non Prevailing Wage,8,0,9,0,0,52733
4780,Non Prevailing Wage,13,0,0,0,0,52733
4781,Non Prevailing Wage,4,0,0,0,0,52733
4782,Non Prevailing Wage,12,0,0,0,0,52733
4783,Non Prevailing Wage,10,0,4,0,0,52733
4784,Non Prevailing Wage,2,0,8,0,0,52733
4785,Non Prevailing Wage,3,0,7,0,0,52733
4786,Non Prevailing Wage,8,0,6,0,0,52733
4787,Non Prevailing Wage,3,0,11,0,0,52733
4788,Non Prevailing Wage,6,0,10,0,0,52733
4789,Non Prevailing Wage,16,0,24,0,0,52733
4790,Non Prevailing Wage,0,0,7,0,0,52733
4791,Non Prevailing Wage,6,0,12,0,0,52733
4792,Non Prevailing Wage,8,0,0,0,0,52733
4793,Non Prevailing Wage,0,0,1,0,0,54565
4794,Non Prevailing Wage,1,0,0,0,0,54646
4795,Non Prevailing Wage,0,1,0,0,0,58248
4796,Non Prevailing Wage,0,1,0,0,0,58290
4797,Non Prevailing Wage,76,0,0,0,0,58508
4798,Non Prevailing Wage,0,0,0,0,1,54643
4799,Non Prevailing Wage,2,0,0,0,0,65100
4800,Non Prevailing Wage,2,0,0,0,0,53603
4801,Non Prevailing Wage,1,0,0,0,0,54391
4802,Non Prevailing Wage,0,0,4,0,0,44265
4803,Non Prevailing Wage,0,0,4,0,0,44265
4804,Non Prevailing Wage,0,0,4,0,0,44265
4805,Non Prevailing Wage,0,0,4,0,0,44265
4806,Non Prevailing Wage,0,0,4,0,0,44265
4807,Non Prevailing Wage,0,0,4,0,0,44265
4808,Non Prevailing Wage,0,0,4,0,0,44265
4809,Non Prevailing Wage,0,0,4,0,0,44265
4810,Non Prevailing Wage,0,0,4,0,0,44265
4811,Non Prevailing Wage,143,0,0,0,0,52318
4812,Non Prevailing Wage,1,0,0,0,0,54411
4813,Non Prevailing Wage,1,0,0,0,0,54535
4814,Non Prevailing Wage,1,0,0,0,0,54554
4815,Non Prevailing Wage,1,0,0,0,0,54555
4816,Non Prevailing Wage,80,66,0,0,0,55467
4817,Non Prevailing Wage,181,0,0,0,0,68431
4818,Non Prevailing Wage,13,0,0,0,0,51297
4819,Non Prevailing Wage,22,0,0,0,0,52075
4820,Non Prevailing Wage,0,22,11,0,0,53558
4821,Non Prevailing Wage,3,0,0,0,0,54559
4822,Non Prevailing Wage,0,1,0,0,0,58193
4823,Non Prevailing Wage,0,1,0,0,0,58289
4824,Non Prevailing Wage,0,0,0,2,0,54556
4825,Non Prevailing Wage,1,0,0,0,0,54410
4826,Non Prevailing Wage,1,0,0,0,0,54409
4827,Non Prevailing Wage,2,0,0,0,0,65138
4828,Non Prevailing Wage,1,0,0,0,0,53694
4829,Non Prevailing Wage,1,0,0,0,0,54403
4830,Non Prevailing Wage,1,0,0,0,0,54408
4831,Non Prevailing Wage,0,0,0,29,1,50356
4832,Non Prevailing Wage,1,0,0,0,0,54397
4833,Non Prevailing Wage,0,0,0,1,0,54553
4834,Non Prevailing Wage,102,0,0,0,0,68430
4835,Non Prevailing Wage,1,0,0,0,0,54392
4836,Non Prevailing Wage,1,0,0,0,0,54395
4837,Non Prevailing Wage,1,0,0,0,0,54536
4838,Non Prevailing Wage,0,1,0,0,0,58191
4839,Non Prevailing Wage,69,0,0,0,0,50372
4840,Non Prevailing Wage,1,0,0,0,0,53467
4841,Non Prevailing Wage,0,1,0,0,0,58189
4842,Non Prevailing Wage,1,0,0,0,0,54537
4843,Non Prevailing Wage,1,0,0,0,0,53529
4844,Non Prevailing Wage,2,0,0,0,0,53542
4845,Non Prevailing Wage,1,0,0,0,0,53614
4846,Non Prevailing Wage,1,0,0,0,0,53664
4847,Non Prevailing Wage,35,0,0,0,0,50405
4848,Non Prevailing Wage,31,0,0,0,0,50405
4849,Non Prevailing Wage,5,0,0,38,15,50417
4850,Non Prevailing Wage,5,0,0,67,15,50418
4851,Non Prevailing Wage,103,0,52,0,103,52241
4852,Non Prevailing Wage,1,0,0,0,0,53615
4853,Non Prevailing Wage,0,1,0,0,0,58188
4854,Non Prevailing Wage,0,1,0,0,0,58227
4855,Non Prevailing Wage,42,0,0,8,3,58491
4856,Non Prevailing Wage,6,0,0,88,15,50419
4857,Non Prevailing Wage,7,0,0,97,26,50421
4858,Non Prevailing Wage,0,1,0,0,0,58180
4859,Non Prevailing Wage,31,0,0,0,0,55413
4860,Non Prevailing Wage,0,1,0,0,0,58179
4861,Non Prevailing Wage,0,0,0,0,2,53414
4862,Non Prevailing Wage,1,0,0,0,0,53663
4863,Non Prevailing Wage,4,0,0,0,0,65068
4864,Non Prevailing Wage,18,0,0,0,0,65107
4865,Non Prevailing Wage,1,0,0,0,0,53616
4866,Non Prevailing Wage,1,0,0,0,0,53661
4867,Non Prevailing Wage,1,0,0,0,0,53611
4868,Non Prevailing Wage,0,1,0,0,0,58200
4869,Non Prevailing Wage,0,0,2,0,0,53251
4870,Non Prevailing Wage,0,0,0,0,1,53609
4871,Non Prevailing Wage,1,0,0,0,0,53618
4872,Non Prevailing Wage,1,0,0,0,0,53624
4873,Non Prevailing Wage,1,0,0,0,0,53666
4874,Non Prevailing Wage,0,0,0,0,142,58506
4875,Non Prevailing Wage,7,0,0,0,0,65108
